운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
한국전력,용인지사,2,AC완속,경기도,용인시,경기도 용인시 처인구 금령로78번길 5,시설 상황에 따라 이용이 제한될 수 있음,인구 금령로78번길 5
한국전력,용인지사,3,AC완속,경기도,용인시,경기도 용인시 처인구 금령로78번길 5,시설 상황에 따라 이용이 제한될 수 있음,인구 금령로78번길 5
한국전력,용인지사,4,AC완속,경기도,용인시,경기도 용인시 처인구 금령로78번길 5,시설 상황에 따라 이용이 제한될 수 있음,인구 금령로78번길 5
한국전력,용인지사,5,AC완속,경기도,용인시,경기도 용인시 처인구 금령로78번길 5,시설 상황에 따라 이용이 제한될 수 있음,인구 금령로78번길 5
한국전력,용인지사,6,AC완속,경기도,용인시,경기도 용인시 처인구 금령로78번길 5,시설 상황에 따라 이용이 제한될 수 있음,인구 금령로78번길 5
한국전력,용인지사,8,AC완속,경기도,용인시,경기도 용인시 처인구 금령로78번길 5,시설 상황에 따라 이용이 제한될 수 있음,인구 금령로78번길 5
한국전력,용인행정타운 두산위브2단지,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 삼가동 지삼로 590,시설 상황에 따라 이용이 제한될 수 있음,인구 삼가동 지삼로 590
한국전력,용인행정타운 두산위브2단지,2,AC완속,경기도,용인시,경기도 용인시 처인구 삼가동 지삼로 590,시설 상황에 따라 이용이 제한될 수 있음,인구 삼가동 지삼로 590
한국전력,용인행정타운 두산위브2단지,3,AC완속,경기도,용인시,경기도 용인시 처인구 삼가동 지삼로 590,시설 상황에 따라 이용이 제한될 수 있음,인구 삼가동 지삼로 590
한국전력,육군용인관사,1,AC완속,경기도,용인시,경기도 용인시 처인구 중보대로 1340,입주자외 출입제한 (긴급상황 이용가능),인구 중보대로 1340
한국전력,죽전 동성1차,1,AC완속,경기도,용인시,"경기도 용인시 수지구 용구대로 2742 (죽전동, 동성1차아파트)",입주자외 출입제한 (긴급상황 이용가능),"지구 용구대로 2742 (죽전동, 동성1차아파트)"
한국전력,죽전 동성1차,2,AC완속,경기도,용인시,"경기도 용인시 수지구 용구대로 2742 (죽전동, 동성1차아파트)",입주자외 출입제한 (긴급상황 이용가능),"지구 용구대로 2742 (죽전동, 동성1차아파트)"
한국전력,죽전1차힐데스하임,1,AC완속,경기도,용인시,경기도 용인시 기흥구 보정동 신촌로 93,입주자외 출입제한 (긴급상황 이용가능),흥구 보정동 신촌로 93
한국전력,처인구코아루아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 고림동 한터로275번길 40,입주자외 출입제한 (긴급상황 이용가능),인구 고림동 한터로275번길 40
한국전력,푸른마을푸르지오 아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 성복동 성복2로 52-1,시설 상황에 따라 이용이 제한될 수 있음,지구 성복동 성복2로 52-1
한국전력,행정타운늘푸른오스카빌 아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 삼가동 중부대로1158번길 12,입주자외 출입제한 (긴급상황 이용가능),인구 삼가동 중부대로1158번길 12
한국전력,행정타운늘푸른오스카빌 아파트,2,AC완속,경기도,용인시,경기도 용인시 처인구 삼가동 중부대로1158번길 12,입주자외 출입제한 (긴급상황 이용가능),인구 삼가동 중부대로1158번길 12
한국전력,행정타운늘푸른오스카빌 아파트,3,AC완속,경기도,용인시,경기도 용인시 처인구 삼가동 중부대로1158번길 12,입주자외 출입제한 (긴급상황 이용가능),인구 삼가동 중부대로1158번길 12
한국전력,행정타운늘푸른오스카빌 아파트2단지,1,AC완속,경기도,용인시,경기도 용인시 처인구 삼가동 중부대로1158번길 12,입주자외 출입제한 (긴급상황 이용가능),인구 삼가동 중부대로1158번길 12
한국전력,행정타운늘푸른오스카빌 아파트2단지,2,AC완속,경기도,용인시,경기도 용인시 처인구 삼가동 중부대로1158번길 12,입주자외 출입제한 (긴급상황 이용가능),인구 삼가동 중부대로1158번길 12
한국전력,행정타운늘푸른오스카빌 아파트3단지,1,AC완속,경기도,용인시,경기도 용인시 처인구 삼가동 중부대로1158번길 12,입주자외 출입제한 (긴급상황 이용가능),인구 삼가동 중부대로1158번길 12
한국전력,행정타운늘푸른오스카빌 아파트3단지,2,AC완속,경기도,용인시,경기도 용인시 처인구 삼가동 중부대로1158번길 12,입주자외 출입제한 (긴급상황 이용가능),인구 삼가동 중부대로1158번길 12
한국전력,현대모닝사이드1차,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 사은로126번길 46(보라동),입주자외 출입제한 (긴급상황 이용가능),흥구 사은로126번길 46(보라동)
한국전력,현대모닝사이드1차,2,AC완속,경기도,용인시,경기도 용인시 기흥구 사은로126번길 46(보라동),입주자외 출입제한 (긴급상황 이용가능),흥구 사은로126번길 46(보라동)
한국전력,현대모닝사이드1차,3,AC완속,경기도,용인시,경기도 용인시 기흥구 사은로126번길 46(보라동),입주자외 출입제한 (긴급상황 이용가능),흥구 사은로126번길 46(보라동)
한국전력,현대모닝사이드1차,4,AC완속,경기도,용인시,경기도 용인시 기흥구 사은로126번길 46(보라동),입주자외 출입제한 (긴급상황 이용가능),흥구 사은로126번길 46(보라동)
한국전력,현대모닝사이드1차,5,AC완속,경기도,용인시,경기도 용인시 기흥구 사은로126번길 46(보라동),입주자외 출입제한 (긴급상황 이용가능),흥구 사은로126번길 46(보라동)
한국전력,현대프레미오아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 수지로 41,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 수지로 41
한국전력,현대홈타운4차4단지,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 죽전동 푸른솔로 20,입주자외 출입제한 (긴급상황 이용가능),지구 죽전동 푸른솔로 20
한국전력,호반베르디움,1,AC완속,경기도,용인시,경기도 용인시 기흥구 청덕동 구성로 411,입주자외 출입제한 (긴급상황 이용가능),흥구 청덕동 구성로 411
한국전력,호반베르디움,2,AC완속,경기도,용인시,경기도 용인시 기흥구 청덕동 구성로 411,입주자외 출입제한 (긴급상황 이용가능),흥구 청덕동 구성로 411
한국전력,호반베르디움,3,AC완속,경기도,용인시,경기도 용인시 기흥구 청덕동 구성로 411,입주자외 출입제한 (긴급상황 이용가능),흥구 청덕동 구성로 411
한국전력,화성파크드림아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 보라동 한보라2로 93,시설 상황에 따라 이용이 제한될 수 있음,흥구 보라동 한보라2로 93
한국전력,흥덕힐스테이트 아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 영덕동 흥덕2로 126,시설 상황에 따라 이용이 제한될 수 있음,흥구 영덕동 흥덕2로 126
한국전력,흥덕힐스테이트 아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 영덕동 흥덕2로 126,시설 상황에 따라 이용이 제한될 수 있음,흥구 영덕동 흥덕2로 126
한국전력,흥덕힐스테이트 아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 영덕동 흥덕2로 126,시설 상황에 따라 이용이 제한될 수 있음,흥구 영덕동 흥덕2로 126
한국전력,흥덕힐스테이트 아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 영덕동 흥덕2로 126,시설 상황에 따라 이용이 제한될 수 있음,흥구 영덕동 흥덕2로 126
한국전기차충전서비스,금화마을주공5단지아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 금화로82번길 17,거주자외 출입제한,흥구 금화로82번길 17
한국전기차충전서비스,금화마을주공5단지아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 금화로82번길 17,거주자외 출입제한,흥구 금화로82번길 17
한국전기차충전서비스,금화마을주공5단지아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 금화로82번길 17,거주자외 출입제한,흥구 금화로82번길 17
한국전기차충전서비스,금화마을주공5단지아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 금화로82번길 17,거주자외 출입제한,흥구 금화로82번길 17
한국전기차충전서비스,금화마을주공5단지아파트,5,AC완속,경기도,용인시,경기도 용인시 기흥구 금화로82번길 17,거주자외 출입제한,흥구 금화로82번길 17
한국전기차충전서비스,금화마을주공5단지아파트,6,AC완속,경기도,용인시,경기도 용인시 기흥구 금화로82번길 17,거주자외 출입제한,흥구 금화로82번길 17
한국전기차충전서비스,금화마을주공5단지아파트,7,AC완속,경기도,용인시,경기도 용인시 기흥구 금화로82번길 17,거주자외 출입제한,흥구 금화로82번길 17
한국전기차충전서비스,금화마을주공5단지아파트,8,AC완속,경기도,용인시,경기도 용인시 기흥구 금화로82번길 17,거주자외 출입제한,흥구 금화로82번길 17
한국전기차충전서비스,금화마을주공5단지아파트,9,AC완속,경기도,용인시,경기도 용인시 기흥구 금화로82번길 17,거주자외 출입제한,흥구 금화로82번길 17
한국전기차충전서비스,기아비전스퀘어,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 양지면 남평로326번길 11(평창리 684-1),시설 상황에 따라 이용이 제한될 수 있음,인구 양지면 남평로326번길 11(평창리 684-1)
한국전기차충전서비스,기아비전스퀘어,2,AC완속,경기도,용인시,경기도 용인시 처인구 양지면 남평로326번길 11(평창리 684-1),시설 상황에 따라 이용이 제한될 수 있음,인구 양지면 남평로326번길 11(평창리 684-1)
한국전기차충전서비스,기아비전스퀘어,3,AC완속,경기도,용인시,경기도 용인시 처인구 양지면 남평로326번길 11(평창리 684-1),시설 상황에 따라 이용이 제한될 수 있음,인구 양지면 남평로326번길 11(평창리 684-1)
한국전기차충전서비스,기아비전스퀘어,4,AC완속,경기도,용인시,경기도 용인시 처인구 양지면 남평로326번길 11(평창리 684-1),시설 상황에 따라 이용이 제한될 수 있음,인구 양지면 남평로326번길 11(평창리 684-1)
한국전기차충전서비스,기아자동차 수원서비스센터,2,DC콤보,경기도,용인시,경기도 용인시 기흥구 중부대로 27(546 기아자동차),기아 고객 외 이용 제한,흥구 중부대로 27(546 기아자동차)
한국전기차충전서비스,기아차 오산교육센터,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 남사읍 처인성로 57(봉명리 44-1),시설 상황에 따라 이용이 제한될 수 있음,인구 남사읍 처인성로 57(봉명리 44-1)
한국전기차충전서비스,기아차 오산교육센터,2,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 남사읍 처인성로 57(봉명리 44-1),시설 상황에 따라 이용이 제한될 수 있음,인구 남사읍 처인성로 57(봉명리 44-1)
한국전기차충전서비스,기아차 오산교육센터,3,AC완속,경기도,용인시,경기도 용인시 처인구 남사읍 처인성로 57(봉명리 44-1),시설 상황에 따라 이용이 제한될 수 있음,인구 남사읍 처인성로 57(봉명리 44-1)
한국전기차충전서비스,물푸레마을4단지 경남아너스빌,1,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 470,거주자외 출입제한,흥구 구성로 470
한국전기차충전서비스,물푸레마을4단지 경남아너스빌,2,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 470,거주자외 출입제한,흥구 구성로 470
한국전기차충전서비스,물푸레마을4단지 경남아너스빌,3,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 470,거주자외 출입제한,흥구 구성로 470
한국전기차충전서비스,물푸레마을4단지 경남아너스빌,4,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 470,거주자외 출입제한,흥구 구성로 470
한국전기차충전서비스,삼성래미안이스트팰리스4차아파트,1,AC완속,경기도,용인시,경기도 용인시 수지구 동천로153번길 6,거주자외 출입제한,지구 동천로153번길 6
