운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
제주전기자동차서비스,경희마크329,1,AC완속,경기도,용인시,경기도 용인시 기흥구 서천로127번길 11-5(경희마크 329),부분개방,흥구 서천로127번길 11-5(경희마크 329)
제주전기자동차서비스,경희마크329,2,AC완속,경기도,용인시,경기도 용인시 기흥구 서천로127번길 11-5(경희마크 329),부분개방,흥구 서천로127번길 11-5(경희마크 329)
제주전기자동차서비스,경희마크329,3,AC완속,경기도,용인시,경기도 용인시 기흥구 서천로127번길 11-5(경희마크 329),부분개방,흥구 서천로127번길 11-5(경희마크 329)
제주전기자동차서비스,경희마크329,4,AC완속,경기도,용인시,경기도 용인시 기흥구 서천로127번길 11-5(경희마크 329),부분개방,흥구 서천로127번길 11-5(경희마크 329)
한국전력,가현마을신안아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 구갈동 관곡로 53,시설 상황에 따라 이용이 제한될 수 있음,흥구 구갈동 관곡로 53
한국전력,경남아너스빌,1,AC완속,경기도,용인시,경기도 용인시 기흥구 영덕동 1117,입주자외 출입제한 (긴급상황 이용가능),흥구 영덕동 1117
한국전력,경남아너스빌,2,AC완속,경기도,용인시,경기도 용인시 기흥구 영덕동 1117,입주자외 출입제한 (긴급상황 이용가능),흥구 영덕동 1117
한국전력,경남아너스빌,3,AC완속,경기도,용인시,경기도 용인시 기흥구 영덕동 1117,입주자외 출입제한 (긴급상황 이용가능),흥구 영덕동 1117
한국전력,경남아너스빌,4,AC완속,경기도,용인시,경기도 용인시 기흥구 영덕동 1117,입주자외 출입제한 (긴급상황 이용가능),흥구 영덕동 1117
한국전력,경남아너스빌2차,1,AC완속,경기도,용인시,경기도 용인시 수지구 성복동 성복1로163번길 11,입주자외 출입제한 (긴급상황 이용가능),지구 성복동 성복1로163번길 11
한국전력,광교경남아너스빌,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 상현동 광교마을로 2,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 광교마을로 2
한국전력,광교마을 45단지 아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 광교마을로 11,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 광교마을로 11
한국전력,광교마을 45단지 아파트,3,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 광교마을로 11,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 광교마을로 11
한국전력,광교마을46단지 광교스타클래스,1,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 법조로 252,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 법조로 252
한국전력,광교마을46단지 광교스타클래스,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 법조로 252,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 법조로 252
한국전력,교동마을 동양파라곤,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 마북동 마북로 140,시설 상황에 따라 이용이 제한될 수 있음,흥구 마북동 마북로 140
한국전력,교동마을 동양파라곤,2,AC완속,경기도,용인시,경기도 용인시 기흥구 마북동 마북로 140,시설 상황에 따라 이용이 제한될 수 있음,흥구 마북동 마북로 140
한국전력,교동마을 동양파라곤,3,AC완속,경기도,용인시,경기도 용인시 기흥구 마북동 마북로 140,시설 상황에 따라 이용이 제한될 수 있음,흥구 마북동 마북로 140
한국전력,교동마을쌍용,2,AC완속,경기도,용인시,경기도 용인시 기흥구 마북동 마북로154번길 23,시설 상황에 따라 이용이 제한될 수 있음,흥구 마북동 마북로154번길 23
한국전력,교동마을쌍용,3,AC완속,경기도,용인시,경기도 용인시 기흥구 마북동 마북로154번길 23,시설 상황에 따라 이용이 제한될 수 있음,흥구 마북동 마북로154번길 23
한국전력,구성역 효성해링턴플레이스,1,AC완속,경기도,용인시,경기도 용인시 기흥구 마북동 구성로53번길 20지하,시설 상황에 따라 이용이 제한될 수 있음,흥구 마북동 구성로53번길 20지하
한국전력,구성역 효성해링턴플레이스,2,AC완속,경기도,용인시,경기도 용인시 기흥구 마북동 구성로53번길 20지하,시설 상황에 따라 이용이 제한될 수 있음,흥구 마북동 구성로53번길 20지하
한국전력,금호베스트빌2단지아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 상현동 상현로 58지하,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 상현로 58지하
한국전력,금호베스트빌2단지아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 상현로 58지하,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 상현로 58지하
한국전력,금호베스트빌2단지아파트,3,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 상현로 58지하,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 상현로 58지하
한국전력,금화마을대우현대아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 상갈동 금화로82번길 14,시설 상황에 따라 이용이 제한될 수 있음,흥구 상갈동 금화로82번길 14
한국전력,금화마을주공4단지,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 상갈동 금화로58번길 10,시설 상황에 따라 이용이 제한될 수 있음,흥구 상갈동 금화로58번길 10
한국전력,꽃메마을한라신영프로방스아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 죽전동 죽전로27번길 14-30,시설 상황에 따라 이용이 제한될 수 있음,지구 죽전동 죽전로27번길 14-30
한국전력,꽃메마을한라신영프로방스아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 죽전동 죽전로27번길 14-30,시설 상황에 따라 이용이 제한될 수 있음,지구 죽전동 죽전로27번길 14-30
한국전력,남사 현대글로비스(전용),1,DC콤보,경기도,용인시,경기도 용인시 처인구 남사읍 경기동로 316(54-10 (주)리바트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",인구 남사읍 경기동로 316(54-10 (주)리바트)
한국전력,남사 현대글로비스(전용),2,DC콤보,경기도,용인시,경기도 용인시 처인구 남사읍 경기동로 316(54-10 (주)리바트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",인구 남사읍 경기동로 316(54-10 (주)리바트)
한국전력,남사 현대글로비스(전용),3,DC콤보,경기도,용인시,경기도 용인시 처인구 남사읍 경기동로 316(54-10 (주)리바트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",인구 남사읍 경기동로 316(54-10 (주)리바트)
한국전력,남사 현대글로비스(전용),4,DC콤보,경기도,용인시,경기도 용인시 처인구 남사읍 경기동로 316(54-10 (주)리바트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",인구 남사읍 경기동로 316(54-10 (주)리바트)
한국전력,남사 현대글로비스(전용),5,DC콤보,경기도,용인시,경기도 용인시 처인구 남사읍 경기동로 316(54-10 (주)리바트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",인구 남사읍 경기동로 316(54-10 (주)리바트)
한국전력,남사 현대글로비스(전용),6,DC콤보,경기도,용인시,경기도 용인시 처인구 남사읍 경기동로 316(54-10 (주)리바트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",인구 남사읍 경기동로 316(54-10 (주)리바트)
한국전력,남사 현대글로비스(전용),7,DC콤보,경기도,용인시,경기도 용인시 처인구 남사읍 경기동로 316(54-10 (주)리바트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",인구 남사읍 경기동로 316(54-10 (주)리바트)
한국전력,남사 현대글로비스(전용),8,DC콤보,경기도,용인시,경기도 용인시 처인구 남사읍 경기동로 316(54-10 (주)리바트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",인구 남사읍 경기동로 316(54-10 (주)리바트)
한국전력,남사 현대글로비스(전용),9,DC콤보,경기도,용인시,경기도 용인시 처인구 남사읍 경기동로 316(54-10 (주)리바트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",인구 남사읍 경기동로 316(54-10 (주)리바트)
한국전력,대주피오레1단지,2,AC완속,경기도,용인시,경기도 용인시 기흥구 공세동 탑실로 15,시설 상황에 따라 이용이 제한될 수 있음,흥구 공세동 탑실로 15
한국전력,대주피오레1단지,3,AC완속,경기도,용인시,경기도 용인시 기흥구 공세동 탑실로 15,시설 상황에 따라 이용이 제한될 수 있음,흥구 공세동 탑실로 15
한국전력,대주피오레1단지,4,AC완속,경기도,용인시,경기도 용인시 기흥구 공세동 탑실로 15,시설 상황에 따라 이용이 제한될 수 있음,흥구 공세동 탑실로 15
한국전력,도담마을우미이노스빌1차,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 죽전동 푸른솔로 88,시설 상황에 따라 이용이 제한될 수 있음,지구 죽전동 푸른솔로 88
한국전력,도담마을푸르지오,1,AC완속,경기도,용인시,경기도 용인시 수지구 죽전동 푸른솔로 41,시설 상황에 따라 이용이 제한될 수 있음,지구 죽전동 푸른솔로 41
한국전력,도담마을푸르지오,2,AC완속,경기도,용인시,경기도 용인시 수지구 죽전동 푸른솔로 41,시설 상황에 따라 이용이 제한될 수 있음,지구 죽전동 푸른솔로 41
한국전력,동문3차아파트,1,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 858,입주자외 출입제한 (긴급상황 이용가능),지구 동천동 858
한국전력,동문3차아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 858,입주자외 출입제한 (긴급상황 이용가능),지구 동천동 858
한국전력,동문6차굿모닝힐아파트,1,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로 53,입주자외 출입제한 (긴급상황 이용가능),지구 동천동 동천로 53
한국전력,동문6차굿모닝힐아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로 53,입주자외 출입제한 (긴급상황 이용가능),지구 동천동 동천로 53
한국전력,동백금호어울림타운하우스A,1,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백4로 53,시설 상황에 따라 이용이 제한될 수 있음,흥구 중동 동백4로 53
한국전력,동백금호어울림타운하우스B,1,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백4로 27,시설 상황에 따라 이용이 제한될 수 있음,흥구 중동 동백4로 27
한국전력,동백하우스토리,1,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백5로 62,시설 상황에 따라 이용이 제한될 수 있음,흥구 중동 동백5로 62
한국전력,동백하우스토리,2,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백5로 62,시설 상황에 따라 이용이 제한될 수 있음,흥구 중동 동백5로 62
한국전력,동부센트레빌5차,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 신봉동 신봉1로 214,입주자외 출입제한 (긴급상황 이용가능),지구 신봉동 신봉1로 214
한국전력,동부센트레빌5차,2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉동 신봉1로 214,입주자외 출입제한 (긴급상황 이용가능),지구 신봉동 신봉1로 214
한국전력,동부센트레빌5차,3,AC완속,경기도,용인시,경기도 용인시 수지구 신봉동 신봉1로 214,입주자외 출입제한 (긴급상황 이용가능),지구 신봉동 신봉1로 214
한국전력,동아솔레시티 아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 보정동 보정로 30,시설 상황에 따라 이용이 제한될 수 있음,흥구 보정동 보정로 30
한국전력,동아솔레시티 아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 보정동 보정로 30,시설 상황에 따라 이용이 제한될 수 있음,흥구 보정동 보정로 30
한국전력,동아솔레시티 아파트,5,AC완속,경기도,용인시,경기도 용인시 기흥구 보정동 보정로 30,시설 상황에 따라 이용이 제한될 수 있음,흥구 보정동 보정로 30
한국전력,동일하이빌2차아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 언남동 언남로 15,시설 상황에 따라 이용이 제한될 수 있음,흥구 언남동 언남로 15
한국전력,동일하이빌2차아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 언남동 언남로 15,시설 상황에 따라 이용이 제한될 수 있음,흥구 언남동 언남로 15
한국전력,동일하이빌2차아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 언남동 언남로 15,시설 상황에 따라 이용이 제한될 수 있음,흥구 언남동 언남로 15
한국전력,동일하이빌2차아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 언남동 언남로 15,시설 상황에 따라 이용이 제한될 수 있음,흥구 언남동 언남로 15
한국전력,동천마을 현대2차홈타운,1,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로63번길 10,입주자외 출입제한 (긴급상황 이용가능),지구 동천동 동천로63번길 10
한국전력,동천마을 현대2차홈타운,2,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로63번길 10,입주자외 출입제한 (긴급상황 이용가능),지구 동천동 동천로63번길 10
한국전력,동천마을 현대2차홈타운,3,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로63번길 10,입주자외 출입제한 (긴급상황 이용가능),지구 동천동 동천로63번길 10
한국전력,동천마을 현대2차홈타운,4,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로63번길 10,입주자외 출입제한 (긴급상황 이용가능),지구 동천동 동천로63번길 10
한국전력,래미안 수지 이스트파크,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 풍덕천동 신수로683번길 19,시설 상황에 따라 이용이 제한될 수 있음,지구 풍덕천동 신수로683번길 19
한국전력,래미안 수지 이스트파크,2,AC완속,경기도,용인시,경기도 용인시 수지구 풍덕천동 신수로683번길 19,시설 상황에 따라 이용이 제한될 수 있음,지구 풍덕천동 신수로683번길 19
한국전력,래미안 수지 이스트파크,3,AC완속,경기도,용인시,경기도 용인시 수지구 풍덕천동 신수로683번길 19,시설 상황에 따라 이용이 제한될 수 있음,지구 풍덕천동 신수로683번길 19
한국전력,래미안 수지 이스트파크,4,AC완속,경기도,용인시,경기도 용인시 수지구 풍덕천동 신수로683번길 19,시설 상황에 따라 이용이 제한될 수 있음,지구 풍덕천동 신수로683번길 19
한국전력,래미안이스트팰리스3단지 아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 동천동 동천로135번길 21,시설 상황에 따라 이용이 제한될 수 있음,지구 동천동 동천로135번길 21
한국전력,마평라이프아파트,1,AC완속,경기도,용인시,경기도 용인시 처인구 마평동 605-1,입주자외 출입제한 (긴급상황 이용가능),인구 마평동 605-1
한국전력,만현마을 롯데캐슬아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 상현동 만현로 25,입주자외 출입제한 (긴급상황 이용가능),지구 상현동 만현로 25
한국전력,만현마을 롯데캐슬아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 만현로 25,입주자외 출입제한 (긴급상황 이용가능),지구 상현동 만현로 25
한국전력,만현마을 롯데캐슬아파트,3,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 만현로 25,입주자외 출입제한 (긴급상황 이용가능),지구 상현동 만현로 25
한국전력,백현마을한라비발디2단지,2,AC완속,경기도,용인시,경기도 용인시 기흥구 동백동 동백7로 96,시설 상황에 따라 이용이 제한될 수 있음,흥구 동백동 동백7로 96
한국전력,버들치경남1차,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 성복1로 157,입주자외 출입제한 (긴급상황 이용가능),지구 성복1로 157
한국전력,버들치경남1차,2,AC완속,경기도,용인시,경기도 용인시 수지구 성복1로 157,입주자외 출입제한 (긴급상황 이용가능),지구 성복1로 157
한국전력,버들치경남1차,3,AC완속,경기도,용인시,경기도 용인시 수지구 성복1로 157,입주자외 출입제한 (긴급상황 이용가능),지구 성복1로 157
한국전력,버들치경남1차,4,AC완속,경기도,용인시,경기도 용인시 수지구 성복1로 157,입주자외 출입제한 (긴급상황 이용가능),지구 성복1로 157
한국전력,보정한화꿈에그린아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 보정동 구교동로 17,시설 상황에 따라 이용이 제한될 수 있음,흥구 보정동 구교동로 17
한국전력,삼라마이다스빌,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 남동 명지로 307,시설 상황에 따라 이용이 제한될 수 있음,인구 남동 명지로 307
한국전력,삼라마이다스빌,2,AC완속,경기도,용인시,경기도 용인시 처인구 남동 명지로 307,시설 상황에 따라 이용이 제한될 수 있음,인구 남동 명지로 307
한국전력,상현마을성원상떼빌3차,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 상현동 상현로 30-10,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 상현로 30-10
한국전력,상현엘지자이아파트,1,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 869,입주자외 출입제한 (긴급상황 이용가능),지구 상현동 869
한국전력,상현엘지자이아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 869,입주자외 출입제한 (긴급상황 이용가능),지구 상현동 869
한국전력,상현엘지자이아파트,3,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 869,입주자외 출입제한 (긴급상황 이용가능),지구 상현동 869
한국전력,새천년그린빌1단지아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 신갈동 681,입주자외 출입제한 (긴급상황 이용가능),흥구 신갈동 681
한국전력,새천년그린빌1단지아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 신갈동 681,입주자외 출입제한 (긴급상황 이용가능),흥구 신갈동 681
한국전력,새천년그린빌1단지아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 신갈동 681,입주자외 출입제한 (긴급상황 이용가능),흥구 신갈동 681
한국전력,새터마을푸르지오,1,AC완속,경기도,용인시,경기도 용인시 수지구 죽전동 현암로 126,시설 상황에 따라 이용이 제한될 수 있음,지구 죽전동 현암로 126
한국전력,새터마을푸르지오,2,AC완속,경기도,용인시,경기도 용인시 수지구 죽전동 현암로 126,시설 상황에 따라 이용이 제한될 수 있음,지구 죽전동 현암로 126
한국전력,서천마을 1단지,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 서천동 서천서로 27,시설 상황에 따라 이용이 제한될 수 있음,흥구 서천동 서천서로 27
한국전력,서천마을 1단지,2,AC완속,경기도,용인시,경기도 용인시 기흥구 서천동 서천서로 27,시설 상황에 따라 이용이 제한될 수 있음,흥구 서천동 서천서로 27
한국전력,서천마을4단지,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 서천동 서천동로 60,입주자외 출입제한 (긴급상황 이용가능),흥구 서천동 서천동로 60
한국전력,성동마을LG빌리지3차,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 성복동 성복2로 126,입주자외 출입제한 (긴급상황 이용가능),지구 성복동 성복2로 126
한국전력,성동마을LG빌리지3차,2,AC완속,경기도,용인시,경기도 용인시 수지구 성복동 성복2로 126,입주자외 출입제한 (긴급상황 이용가능),지구 성복동 성복2로 126
한국전력,성동마을LG빌리지3차,3,AC완속,경기도,용인시,경기도 용인시 수지구 성복동 성복2로 126,입주자외 출입제한 (긴급상황 이용가능),지구 성복동 성복2로 126
한국전력,성동마을LG빌리지3차,4,AC완속,경기도,용인시,경기도 용인시 수지구 성복동 성복2로 126,입주자외 출입제한 (긴급상황 이용가능),지구 성복동 성복2로 126
한국전력,성동마을LG빌리지3차,5,AC완속,경기도,용인시,경기도 용인시 수지구 성복동 성복2로 126,입주자외 출입제한 (긴급상황 이용가능),지구 성복동 성복2로 126
한국전력,성복자이1차아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 성복동 성복1로164번길 20지하,시설 상황에 따라 이용이 제한될 수 있음,지구 성복동 성복1로164번길 20지하
한국전력,성복힐스테이트1차,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 성복1로 91,입주자외 출입제한 (긴급상황 이용가능),지구 성복1로 91
한국전력,성복힐스테이트1차,2,AC완속,경기도,용인시,경기도 용인시 수지구 성복1로 91,입주자외 출입제한 (긴급상황 이용가능),지구 성복1로 91
한국전력,수원동마을 쌍용스윗닷홈 2단지,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 상하동 중부대로 788번길 15,시설 상황에 따라 이용이 제한될 수 있음,흥구 상하동 중부대로 788번길 15
한국전력,수원동마을 쌍용스윗닷홈 2단지,2,AC완속,경기도,용인시,경기도 용인시 기흥구 상하동 중부대로 788번길 15,시설 상황에 따라 이용이 제한될 수 있음,흥구 상하동 중부대로 788번길 15
한국전력,신동백롯데캐슬에코2단지,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 중동 동백죽전대로527번길 67,시설 상황에 따라 이용이 제한될 수 있음,흥구 중동 동백죽전대로527번길 67
한국전력,신동백롯데캐슬에코2단지,2,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백죽전대로527번길 67,시설 상황에 따라 이용이 제한될 수 있음,흥구 중동 동백죽전대로527번길 67
한국전력,신동백롯데캐슬에코2단지,3,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백죽전대로527번길 67,시설 상황에 따라 이용이 제한될 수 있음,흥구 중동 동백죽전대로527번길 67
한국전력,신동백롯데캐슬에코2단지,4,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백죽전대로527번길 67,시설 상황에 따라 이용이 제한될 수 있음,흥구 중동 동백죽전대로527번길 67
한국전력,신동백서해그랑블 1차,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 중동 동백죽전대로 527번길 81,시설 상황에 따라 이용이 제한될 수 있음,흥구 중동 동백죽전대로 527번길 81
한국전력,신동백서해그랑블 1차,2,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백죽전대로 527번길 81,시설 상황에 따라 이용이 제한될 수 있음,흥구 중동 동백죽전대로 527번길 81
한국전력,신동백서해그랑블 1차,3,AC완속,경기도,용인시,경기도 용인시 기흥구 중동 동백죽전대로 527번길 81,시설 상황에 따라 이용이 제한될 수 있음,흥구 중동 동백죽전대로 527번길 81
한국전력,신동아파밀리에,2,AC완속,경기도,용인시,경기도 용인시 기흥구 영덕동 흥덕3로 20,시설 상황에 따라 이용이 제한될 수 있음,흥구 영덕동 흥덕3로 20
한국전력,신동아파밀리에,3,AC완속,경기도,용인시,경기도 용인시 기흥구 영덕동 흥덕3로 20,시설 상황에 따라 이용이 제한될 수 있음,흥구 영덕동 흥덕3로 20
한국전력,신봉동부센트레빌6단지,1,AC완속,경기도,용인시,경기도 용인시 수지구 신봉동 신봉1로 216,시설 상황에 따라 이용이 제한될 수 있음,지구 신봉동 신봉1로 216
한국전력,신봉엘지자이1차,2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉동 신봉2로 26지하,시설 상황에 따라 이용이 제한될 수 있음,지구 신봉동 신봉2로 26지하
한국전력,신봉엘지자이1차,3,AC완속,경기도,용인시,경기도 용인시 수지구 신봉동 신봉2로 26지하,시설 상황에 따라 이용이 제한될 수 있음,지구 신봉동 신봉2로 26지하
한국전력,신봉엘지자이1차,4,AC완속,경기도,용인시,경기도 용인시 수지구 신봉동 신봉2로 26지하,시설 상황에 따라 이용이 제한될 수 있음,지구 신봉동 신봉2로 26지하
한국전력,신정마을성지아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 풍덕천동 정평로 61,입주자외 출입제한 (긴급상황 이용가능),지구 풍덕천동 정평로 61
한국전력,신정마을성지아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 풍덕천동 정평로 61,입주자외 출입제한 (긴급상황 이용가능),지구 풍덕천동 정평로 61
한국전력,심곡마을광교힐스테이트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 상현동 수지로 75,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 수지로 75
한국전력,심곡마을광교힐스테이트,2,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 수지로 75,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 수지로 75
한국전력,심곡마을광교힐스테이트,3,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 수지로 75,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 수지로 75
한국전력,심곡마을광교힐스테이트,4,AC완속,경기도,용인시,경기도 용인시 수지구 상현동 수지로 75,시설 상황에 따라 이용이 제한될 수 있음,지구 상현동 수지로 75
한국전력,써니밸리 아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 지곡동 사은로 274-22,시설 상황에 따라 이용이 제한될 수 있음,흥구 지곡동 사은로 274-22
한국전력,양현마을풍림 아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 산양로 17,시설 상황에 따라 이용이 제한될 수 있음,흥구 산양로 17
한국전력,양현마을풍림 아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 산양로 17,시설 상황에 따라 이용이 제한될 수 있음,흥구 산양로 17
한국전력,에이스카운티,2,AC완속,경기도,용인시,경기도 용인시 처인구 이동면 백옥대로 737,시설 상황에 따라 이용이 제한될 수 있음,인구 이동면 백옥대로 737
한국전력,에이스카운티,3,AC완속,경기도,용인시,경기도 용인시 처인구 이동면 백옥대로 737,시설 상황에 따라 이용이 제한될 수 있음,인구 이동면 백옥대로 737
한국전력,엘지빌리지 5차 A단지,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 수지구 신봉동 신봉1로 5,시설 상황에 따라 이용이 제한될 수 있음,지구 신봉동 신봉1로 5
한국전력,엘지빌리지 5차 A단지,2,AC완속,경기도,용인시,경기도 용인시 수지구 신봉동 신봉1로 5,시설 상황에 따라 이용이 제한될 수 있음,지구 신봉동 신봉1로 5
한국전력,엘지빌리지 5차 A단지,3,AC완속,경기도,용인시,경기도 용인시 수지구 신봉동 신봉1로 5,시설 상황에 따라 이용이 제한될 수 있음,지구 신봉동 신봉1로 5
한국전력,엘지빌리지 5차 A단지,4,AC완속,경기도,용인시,경기도 용인시 수지구 신봉동 신봉1로 5,시설 상황에 따라 이용이 제한될 수 있음,지구 신봉동 신봉1로 5
한국전력,연원마을성원아파트,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 보정동 연원로 49,입주자외 출입제한 (긴급상황 이용가능),흥구 보정동 연원로 49
한국전력,예현마을현대홈타운,2,AC완속,경기도,용인시,경기도 용인시 기흥구 서천동 예현로35번길 21,시설 상황에 따라 이용이 제한될 수 있음,흥구 서천동 예현로35번길 21
한국전력,예현마을현대홈타운,3,AC완속,경기도,용인시,경기도 용인시 기흥구 서천동 예현로35번길 21,시설 상황에 따라 이용이 제한될 수 있음,흥구 서천동 예현로35번길 21
한국전력,온누리마을 아파트(3군사령부),1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 역북동 금학로 235번길 26,입주자외 출입제한 (긴급상황 이용가능),인구 역북동 금학로 235번길 26
한국전력,용인 금광베네스타,2,AC완속,경기도,용인시,경기도 용인시 처인구 이동면 백옥대로 711,시설 상황에 따라 이용이 제한될 수 있음,인구 이동면 백옥대로 711
한국전력,용인수목원우림필유,1,AC완속,경기도,용인시,경기도 용인시 처인구 포곡읍 삼계리 672,입주자외 출입제한 (긴급상황 이용가능),인구 포곡읍 삼계리 672
한국전력,용인수목원우림필유,2,AC완속,경기도,용인시,경기도 용인시 처인구 포곡읍 삼계리 672,입주자외 출입제한 (긴급상황 이용가능),인구 포곡읍 삼계리 672
한국전력,용인수목원우림필유,3,AC완속,경기도,용인시,경기도 용인시 처인구 포곡읍 삼계리 672,입주자외 출입제한 (긴급상황 이용가능),인구 포곡읍 삼계리 672
