Unnamed: 0,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
642,환경부(한국자동차환경협회),중앙동제4공영주차장,1,DC콤보,경기도,성남시,경기도 성남시 중원구 중앙동 2169,제한없음,원구 중앙동 2169
645,환경부(한국자동차환경협회),진영공원 주차건물,1,DC콤보,경기도,남양주시,경기도 남양주시 화도읍 마석우리 551,제한없음,화도읍 마석우리 551
646,환경부(한국자동차환경협회),진접체육문화센터,21,DC콤보,경기도,남양주시,경기도 남양주시 진접읍 금강로 1509-24,제한없음,진접읍 금강로 1509-24
647,환경부(한국자동차환경협회),진접체육문화센터,22,DC콤보,경기도,남양주시,경기도 남양주시 진접읍 금강로 1509-24,제한없음,진접읍 금강로 1509-24
648,환경부(한국자동차환경협회),차량등록사업소 뒷편 주차장,1,DC콤보,경기도,광명시,경기도 광명시 오리로 701,제한없음,리로 701
649,환경부(한국자동차환경협회),창동 공영주차장,1,DC콤보,경기도,여주시,경기도 여주시 창동 138-7,제한없음,동 138-7
650,환경부(한국자동차환경협회),천마산군립공원 공영주차장,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 화도읍 묵현로 91천마산군립공원 공영주차장 (묵현리 211-2),제한없음,화도읍 묵현로 91천마산군립공원 공영주차장 (묵현리 211-2)
651,환경부(한국자동차환경협회),천마산군립공원 공영주차장,2,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 화도읍 묵현로 91천마산군립공원 공영주차장 (묵현리 211-2),제한없음,화도읍 묵현로 91천마산군립공원 공영주차장 (묵현리 211-2)
652,환경부(한국자동차환경협회),청소년수련관,21,DC콤보,경기도,남양주시,경기도 남양주시 다산지금로 51-47,제한없음,다산지금로 51-47
653,환경부(한국자동차환경협회),청소년수련관,22,DC콤보,경기도,남양주시,경기도 남양주시 다산지금로 51-47,제한없음,다산지금로 51-47
680,환경부(한국자동차환경협회),탄천종합운동장(보조경기장 지하주차장),41,DC콤보,경기도,성남시,경기도 성남시 탄천로215,제한없음,천로215
681,환경부(한국자동차환경협회),탄천종합운동장(보조경기장 지하주차장),42,DC콤보,경기도,성남시,경기도 성남시 탄천로215,제한없음,천로215
682,환경부(한국자동차환경협회),탄천종합운동장(보조경기장 지하주차장),43,DC콤보,경기도,성남시,경기도 성남시 탄천로215,제한없음,천로215
683,환경부(한국자동차환경협회),탄천종합운동장(보조경기장 지하주차장),44,DC콤보,경기도,성남시,경기도 성남시 탄천로215,제한없음,천로215
684,환경부(한국자동차환경협회),탄천종합운동장(보조경기장 지하주차장),45,DC콤보,경기도,성남시,경기도 성남시 탄천로215,제한없음,천로215
685,환경부(한국자동차환경협회),탄천종합운동장(보조경기장 지하주차장),46,DC콤보,경기도,성남시,경기도 성남시 탄천로215,제한없음,천로215
690,환경부(한국자동차환경협회),통복장터 공영주차장,21,DC콤보,경기도,평택시,경기도 평택시 통복동 69-1,제한없음,복동 69-1
691,환경부(한국자동차환경협회),통복장터 공영주차장,22,DC콤보,경기도,평택시,경기도 평택시 통복동 69-1,제한없음,복동 69-1
693,환경부(한국자동차환경협회),통진공영주차장,1,DC콤보,경기도,김포시,경기도 김포시 통진읍 서암로 98,제한없음,진읍 서암로 98
694,환경부(한국자동차환경협회),통진두레문화센터,1,DC차데모+AC3상+DC콤보,경기도,김포시,경기도 김포시 통진읍 김포대로 2347-8,제한없음,진읍 김포대로 2347-8
695,환경부(한국자동차환경협회),통진두레문화센터,2,DC콤보,경기도,김포시,경기도 김포시 통진읍 김포대로 2347-8,제한없음,진읍 김포대로 2347-8
696,환경부(한국자동차환경협회),통진두레문화센터,52,DC콤보,경기도,김포시,경기도 김포시 통진읍 김포대로 2347-8,제한없음,진읍 김포대로 2347-8
702,환경부(한국자동차환경협회),판교도서관 주차장 출구 정산소 옆,41,DC콤보,경기도,성남시,경기도 성남시 분당구 운중로 225번길37,제한없음,당구 운중로 225번길37
703,환경부(한국자동차환경협회),판교도서관 주차장 출구 정산소 옆,42,DC콤보,경기도,성남시,경기도 성남시 분당구 운중로 225번길37,제한없음,당구 운중로 225번길37
704,환경부(한국자동차환경협회),판교도서관 주차장 출구 정산소 옆,43,DC콤보,경기도,성남시,경기도 성남시 분당구 운중로 225번길37,제한없음,당구 운중로 225번길37
705,환경부(한국자동차환경협회),판교도서관 주차장 출구 정산소 옆,44,DC콤보,경기도,성남시,경기도 성남시 분당구 운중로 225번길37,제한없음,당구 운중로 225번길37
706,환경부(한국자동차환경협회),판교도서관 주차장 출구 정산소 옆,45,DC콤보,경기도,성남시,경기도 성남시 분당구 운중로 225번길37,제한없음,당구 운중로 225번길37
709,환경부(한국자동차환경협회),평택항여객터미널 주차장,21,DC콤보,경기도,평택시,경기도 평택시 포승읍 평택항만길 75,제한없음,승읍 평택항만길 75
710,환경부(한국자동차환경협회),평택항여객터미널 주차장,22,DC콤보,경기도,평택시,경기도 평택시 포승읍 평택항만길 75,제한없음,승읍 평택항만길 75
711,환경부(한국자동차환경협회),포곡읍사무소,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 포곡읍 포곡로 258 입구 왼쪽 주차장 끝부지,제한없음,인구 포곡읍 포곡로 258 입구 왼쪽 주차장 끝부지
718,환경부(한국자동차환경협회),하나로마트 성남점,1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 성남대로 43번길 11 ,제한없음,당구 성남대로 43번길 11 
719,환경부(한국자동차환경협회),하남만남휴게소(통영방향),1,DC차데모+AC3상+DC콤보,경기도,하남시,경기도 하남시 중부고속도로 117-1 (천현동),제한없음,부고속도로 117-1 (천현동)
720,환경부(한국자동차환경협회),하남문화재단,1,DC콤보,경기도,하남시,경기도 하남시 신평로 125,제한없음,평로 125
721,환경부(한국자동차환경협회),하남문화재단,2,DC콤보,경기도,하남시,경기도 하남시 신평로 125,제한없음,평로 125
722,환경부(한국자동차환경협회),하남미사 근린공원15호 주차장,1,DC차데모+AC3상+DC콤보,경기도,하남시,경기도 하남시 망월동 728-9,제한없음,월동 728-9
723,환경부(한국자동차환경협회),하남미사 근린공원16호 주차장,1,DC차데모+AC3상+DC콤보,경기도,하남시,경기도 하남시 풍산동 118-2,제한없음,산동 118-2
724,환경부(한국자동차환경협회),하남미사 수변공원3호 주차장,1,DC차데모+AC3상+DC콤보,경기도,하남시,경기도 하남시 풍산동 148-3,제한없음,산동 148-3
725,환경부(한국자동차환경협회),하남벤처센터,21,DC콤보,경기도,하남시,경기도 하남시 서하남로 488,제한없음,하남로 488
726,환경부(한국자동차환경협회),하남벤처센터,22,DC콤보,경기도,하남시,경기도 하남시 서하남로 488,제한없음,하남로 488
727,환경부(한국자동차환경협회),하남시 마루공원 장례식장,21,DC콤보,경기도,하남시,경기도 하남시 천현동 507-3,제한없음,현동 507-3
728,환경부(한국자동차환경협회),하남시 마루공원 장례식장,22,DC콤보,경기도,하남시,경기도 하남시 천현동 507-3,제한없음,현동 507-3
729,환경부(한국자동차환경협회),하남유니온파크,21,DC콤보,경기도,하남시,경기도 하남시 신장동 27,제한없음,장동 27
730,환경부(한국자동차환경협회),하남유니온파크,22,DC콤보,경기도,하남시,경기도 하남시 신장동 27,제한없음,장동 27
731,환경부(한국자동차환경협회),하남유니온파크,23,DC콤보,경기도,하남시,경기도 하남시 신장동 27,제한없음,장동 27
732,환경부(한국자동차환경협회),하남유니온파크,24,DC콤보,경기도,하남시,경기도 하남시 신장동 27,제한없음,장동 27
733,환경부(한국자동차환경협회),하성근린공원 ,21,DC콤보,경기도,김포시,경기도 김포시 하성면 하성로 585,제한없음,성면 하성로 585
734,환경부(한국자동차환경협회),하성근린공원 ,22,DC콤보,경기도,김포시,경기도 김포시 하성면 하성로 585,제한없음,성면 하성로 585
735,환경부(한국자동차환경협회),학온동주민센터,1,DC콤보,경기도,광명시,경기도 광명시 서독로104번길 14,제한없음,독로104번길 14
736,환경부(한국자동차환경협회),한강유역환경청,1,DC차데모+AC3상+DC콤보,경기도,하남시,경기도 하남시 미사강변 한강로 299 지하주차장 입구 앞,제한없음,사강변 한강로 299 지하주차장 입구 앞
737,환경부(한국자동차환경협회),한국교통안전공단 동탄자동차검사소,21,DC콤보,경기도,화성시,경기도 화성시 영천동 120-5,제한없음,천동 120-5
738,환경부(한국자동차환경협회),한국교통안전공단 동탄자동차검사소,22,DC콤보,경기도,화성시,경기도 화성시 영천동 120-5,제한없음,천동 120-5
739,환경부(한국자동차환경협회),한국디자인진흥원,21,DC콤보,경기도,성남시,경기도 성남시 분당구 양현로 322,제한없음,당구 양현로 322
740,환경부(한국자동차환경협회),한국디자인진흥원,22,DC콤보,경기도,성남시,경기도 성남시 분당구 양현로 322,제한없음,당구 양현로 322
741,환경부(한국자동차환경협회),한국소방산업기술원,1,DC콤보,경기도,용인시,경기도 용인시 기흥구 지삼로 331,제한없음,흥구 지삼로 331
742,환경부(한국자동차환경협회),한국소방산업기술원,2,DC콤보,경기도,용인시,경기도 용인시 기흥구 지삼로 331,제한없음,흥구 지삼로 331
743,환경부(한국자동차환경협회),한국소방산업기술원,3,DC콤보,경기도,용인시,경기도 용인시 기흥구 지삼로 331,제한없음,흥구 지삼로 331
744,환경부(한국자동차환경협회),한국소방산업기술원,4,DC콤보,경기도,용인시,경기도 용인시 기흥구 지삼로 331,제한없음,흥구 지삼로 331
745,환경부(한국자동차환경협회),한국잡월드 주차장,1,DC콤보,경기도,성남시,경기도 성남시 분당구 분당수서로 501,제한없음,당구 분당수서로 501
746,환경부(한국자동차환경협회),한국잡월드 주차장,2,DC콤보,경기도,성남시,경기도 성남시 분당구 분당수서로 501,제한없음,당구 분당수서로 501
747,환경부(한국자동차환경협회),한국주택토지공사 동탄사업본부,1,DC차데모+AC3상+DC콤보,경기도,화성시,"경기도 화성시 노작로 10, 우측주차장",제한없음,"작로 10, 우측주차장"
748,환경부(한국자동차환경협회),한국주택토지공사 동탄사업본부,2,DC콤보,경기도,화성시,"경기도 화성시 노작로 10, 우측주차장",제한없음,"작로 10, 우측주차장"
749,환경부(한국자동차환경협회),한국주택토지공사 동탄사업본부,52,DC콤보,경기도,화성시,"경기도 화성시 노작로 10, 우측주차장",제한없음,"작로 10, 우측주차장"
756,환경부(한국자동차환경협회),한글시장 공영주차장,21,DC콤보,경기도,여주시,경기도 여주시 창동 46,제한없음,동 46
757,환경부(한국자동차환경협회),한글시장 공영주차장,22,DC콤보,경기도,여주시,경기도 여주시 창동 46,제한없음,동 46
766,환경부(한국자동차환경협회),호수공원,21,DC콤보,경기도,김포시,경기도 김포시 김포한강8로 302 (마산동),제한없음,포한강8로 302 (마산동)
767,환경부(한국자동차환경협회),호수공원,22,DC콤보,경기도,김포시,경기도 김포시 김포한강8로 302 (마산동),제한없음,포한강8로 302 (마산동)
771,환경부(한국자동차환경협회),홈플러스 병점점,1,DC차데모+AC3상,경기도,화성시,"경기도 화성시 경기대로 985, 지상주차장 3층 4구역(병점동 399-4)",제한없음,"기대로 985, 지상주차장 3층 4구역(병점동 399-4)"
772,환경부(한국자동차환경협회),홈플러스 송탄점,1,DC차데모+AC3상+DC콤보,경기도,평택시,경기도 평택시 장당동 390-1 주차장옥상 마트입구 옆,제한없음,당동 390-1 주차장옥상 마트입구 옆
775,환경부(한국자동차환경협회),홈플러스 안양점,1,DC차데모+AC3상,경기도,안양시,"경기도 안양시 동안구 엘에스로 92, 지하주차장 2층 D1 구역(호계동 555-9)",제한없음,"안구 엘에스로 92, 지하주차장 2층 D1 구역(호계동 555-9)"
776,환경부(한국자동차환경협회),홈플러스 오산점,1,DC차데모+AC3상+DC콤보,경기도,오산시,경기도 오산시 수청동 610 옥상주차장 4층매장입구옆,제한없음,청동 610 옥상주차장 4층매장입구옆
779,환경부(한국자동차환경협회),홈플러스 풍무점,1,DC차데모+AC3상,경기도,김포시,"경기도 김포시 풍무로 167, 지상주차장 2층 E-01구역(풍무동 38-1)",제한없음,"무로 167, 지상주차장 2층 E-01구역(풍무동 38-1)"
780,환경부(한국자동차환경협회),화도 체육문화센터,21,DC콤보,경기도,남양주시,경기도 남양주시 화도읍 창현리 529-7,제한없음,화도읍 창현리 529-7
781,환경부(한국자동차환경협회),화도 체육문화센터,22,DC콤보,경기도,남양주시,경기도 남양주시 화도읍 창현리 529-7,제한없음,화도읍 창현리 529-7
782,환경부(한국자동차환경협회),화도읍 제2공영주차장,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 화도읍 마석우리 338-1,제한없음,화도읍 마석우리 338-1
785,환경부(한국자동차환경협회),화성드림파크,41,DC콤보,경기도,화성시,경기도 화성시 우정읍 기아자동차로 189(매향리 986),제한없음,정읍 기아자동차로 189(매향리 986)
786,환경부(한국자동차환경협회),화성드림파크,42,DC콤보,경기도,화성시,경기도 화성시 우정읍 기아자동차로 189(매향리 986),제한없음,정읍 기아자동차로 189(매향리 986)
787,환경부(한국자동차환경협회),화성드림파크,43,DC콤보,경기도,화성시,경기도 화성시 우정읍 기아자동차로 189(매향리 986),제한없음,정읍 기아자동차로 189(매향리 986)
788,환경부(한국자동차환경협회),화성드림파크,44,DC콤보,경기도,화성시,경기도 화성시 우정읍 기아자동차로 189(매향리 986),제한없음,정읍 기아자동차로 189(매향리 986)
789,환경부(한국자동차환경협회),화성시청,1,DC차데모+AC3상+DC콤보,경기도,화성시,"경기도 화성시 남양읍 시청로 159,화성시청사 및 의회(남양리 2000)",제한없음,"양읍 시청로 159,화성시청사 및 의회(남양리 2000)"
790,환경부(한국자동차환경협회),화성종합경기타운,1,DC콤보,경기도,화성시,경기도 화성시 향남읍 향남로 470,제한없음,남읍 향남로 470
791,환경부(한국자동차환경협회),화성종합경기타운,21,DC콤보,경기도,화성시,경기도 화성시 향남읍 향남로 470,제한없음,남읍 향남로 470
792,환경부(한국자동차환경협회),화성종합경기타운,22,DC콤보,경기도,화성시,경기도 화성시 향남읍 향남로 470,제한없음,남읍 향남로 470
793,환경부(한국자동차환경협회),화성직업훈련교도소,21,DC콤보,경기도,화성시,경기도 화성시 마도면 화성로 741,제한없음,도면 화성로 741
794,환경부(한국자동차환경협회),화성직업훈련교도소,22,DC콤보,경기도,화성시,경기도 화성시 마도면 화성로 741,제한없음,도면 화성로 741
795,환경부(한국자동차환경협회),화성직업훈련교도소,23,DC콤보,경기도,화성시,경기도 화성시 마도면 화성로 741,제한없음,도면 화성로 741
796,환경부(한국자동차환경협회),화성직업훈련교도소,24,DC콤보,경기도,화성시,경기도 화성시 마도면 화성로 741,제한없음,도면 화성로 741
797,환경부(한국자동차환경협회),화성휴게소(목포방향),1,DC차데모+AC3상+DC콤보,경기도,화성시,"경기도 화성시 팔탄면 서해안고속도로 301, 주차장 우측(덕천리 102-1)",제한없음,"탄면 서해안고속도로 301, 주차장 우측(덕천리 102-1)"
798,환경부(한국자동차환경협회),화성휴게소(목포방향),1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 팔탄면 서해안고속도로 301,제한없음,탄면 서해안고속도로 301
799,환경부(한국자동차환경협회),화성휴게소(시흥방향),1,DC차데모+AC3상+DC콤보,경기도,화성시,"경기도 화성시 팔탄면 서해안고속도로 302, 알뜰휴게소 우측(덕천리 102-3)",제한없음,"탄면 서해안고속도로 302, 알뜰휴게소 우측(덕천리 102-3)"
800,환경부(한국자동차환경협회),화성휴게소(시흥방향),1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 팔탄면 서해안고속도로 302,제한없음,탄면 서해안고속도로 302
801,환경부(한국자동차환경협회),화성휴게소(시흥방향),91,DC콤보,경기도,화성시,경기도 화성시 팔탄면 서해안고속도로302(서해안고속도로 302),제한없음,탄면 서해안고속도로302(서해안고속도로 302)
802,환경부(한국자동차환경협회),화성휴게소(시흥방향),92,DC콤보,경기도,화성시,경기도 화성시 팔탄면 서해안고속도로302(서해안고속도로 302),제한없음,탄면 서해안고속도로302(서해안고속도로 302)
803,환경부(한국자동차환경협회),화성휴게소(시흥방향),93,DC콤보,경기도,화성시,경기도 화성시 팔탄면 서해안고속도로302(서해안고속도로 302),제한없음,탄면 서해안고속도로302(서해안고속도로 302)
804,환경부(한국자동차환경협회),화성휴게소(시흥방향),94,DC콤보,경기도,화성시,경기도 화성시 팔탄면 서해안고속도로302(서해안고속도로 302),제한없음,탄면 서해안고속도로302(서해안고속도로 302)
805,환경부(한국자동차환경협회),화성휴게소(시흥방향),95,DC콤보,경기도,화성시,경기도 화성시 팔탄면 서해안고속도로302(서해안고속도로 302),제한없음,탄면 서해안고속도로302(서해안고속도로 302)
806,환경부(한국자동차환경협회),화성휴게소(시흥방향),96,DC콤보,경기도,화성시,경기도 화성시 팔탄면 서해안고속도로302(서해안고속도로 302),제한없음,탄면 서해안고속도로302(서해안고속도로 302)
807,환경부(한국자동차환경협회),화성휴게소(시흥방향),97,DC콤보,경기도,화성시,경기도 화성시 팔탄면 서해안고속도로302(서해안고속도로 302),제한없음,탄면 서해안고속도로302(서해안고속도로 302)
808,환경부(한국자동차환경협회),화성휴게소(시흥방향),98,DC콤보,경기도,화성시,경기도 화성시 팔탄면 서해안고속도로302(서해안고속도로 302),제한없음,탄면 서해안고속도로302(서해안고속도로 302)
822,GS칼텍스,군포충전소,1,DC콤보,경기도,군포시,경기도 군포시 번영로 204GS칼텍스 군포LPG충전소(1180 군포LPG충전소),제한없음,영로 204GS칼텍스 군포LPG충전소(1180 군포LPG충전소)
823,GS칼텍스,군포충전소,2,DC콤보,경기도,군포시,경기도 군포시 번영로 204GS칼텍스 군포LPG충전소(1180 군포LPG충전소),제한없음,영로 204GS칼텍스 군포LPG충전소(1180 군포LPG충전소)
824,GS칼텍스,대로주유소,1,DC콤보,경기도,안양시,경기도 안양시 동안구 경수대로 599주유소 출구 부근,제한없음,안구 경수대로 599주유소 출구 부근
825,GS칼텍스,대로주유소,2,DC콤보,경기도,안양시,경기도 안양시 동안구 경수대로 599주유소 출구 부근,제한없음,안구 경수대로 599주유소 출구 부근
826,GS칼텍스,동탄신도시주유소,1,DC콤보,경기도,화성시,경기도 화성시 효행로 1293주유소 입구 부근,제한없음,행로 1293주유소 입구 부근
827,GS칼텍스,동탄신도시주유소,2,DC콤보,경기도,화성시,경기도 화성시 효행로 1293주유소 입구 부근,제한없음,행로 1293주유소 입구 부근
828,GS칼텍스,미성주유소,1,DC콤보,경기도,용인시,경기도 용인시 처인구 백옥대로 1416주유소 출구,제한없음,인구 백옥대로 1416주유소 출구
829,GS칼텍스,미성주유소,2,DC콤보,경기도,용인시,경기도 용인시 처인구 백옥대로 1416주유소 출구,제한없음,인구 백옥대로 1416주유소 출구
830,GS칼텍스,부천고속주유소,1,DC콤보,경기도,부천시,경기도 부천시 신흥로 434부천고속주유소,제한없음,흥로 434부천고속주유소
831,GS칼텍스,부천고속주유소,2,DC콤보,경기도,부천시,경기도 부천시 신흥로 434부천고속주유소,제한없음,흥로 434부천고속주유소
832,GS칼텍스,분당지에스충전소,1,DC콤보,경기도,성남시,경기도 성남시 분당구 대왕판교로 359분당지에스충전소,제한없음,당구 대왕판교로 359분당지에스충전소
833,GS칼텍스,분당지에스충전소,2,DC콤보,경기도,성남시,경기도 성남시 분당구 대왕판교로 359분당지에스충전소,제한없음,당구 대왕판교로 359분당지에스충전소
842,GS칼텍스,양촌주유소,1,DC콤보,경기도,김포시,경기도 김포시 양촌읍 김포대로 1749GS칼텍스 양촌주유소(1307 지에스칼텍스주유소),제한없음,촌읍 김포대로 1749GS칼텍스 양촌주유소(1307 지에스칼텍스주유소)
843,GS칼텍스,여월신도시주유소,1,DC콤보,경기도,부천시,경기도 부천시 여월로 112GS칼텍스 여월신도시주유소(400 부천여월지구주유소),제한없음,월로 112GS칼텍스 여월신도시주유소(400 부천여월지구주유소)
844,GS칼텍스,여월신도시주유소,2,DC콤보,경기도,부천시,경기도 부천시 여월로 112GS칼텍스 여월신도시주유소(400 부천여월지구주유소),제한없음,월로 112GS칼텍스 여월신도시주유소(400 부천여월지구주유소)
847,GS칼텍스,옥길주유소,1,DC콤보,경기도,부천시,경기도 부천시 옥길로 6주유소 입구 부근,제한없음,길로 6주유소 입구 부근
848,GS칼텍스,옥길주유소,2,DC콤보,경기도,부천시,경기도 부천시 옥길로 6주유소 입구 부근,제한없음,길로 6주유소 입구 부근
849,GS칼텍스,옥길주유소,3,DC콤보,경기도,부천시,경기도 부천시 옥길로 6주유소 입구 부근,제한없음,길로 6주유소 입구 부근
850,GS칼텍스,옥길주유소,4,DC콤보,경기도,부천시,경기도 부천시 옥길로 6주유소 입구 부근,제한없음,길로 6주유소 입구 부근
853,GS칼텍스,일광주유소,1,DC콤보,경기도,부천시,경기도 부천시 길주로 442주유소 출구 부근,제한없음,주로 442주유소 출구 부근
854,GS칼텍스,일광주유소,2,DC콤보,경기도,부천시,경기도 부천시 길주로 442주유소 출구 부근,제한없음,주로 442주유소 출구 부근
865,GS칼텍스,효재주유소,1,DC콤보,경기도,안양시,경기도 안양시 동안구 관악대로 305GS칼텍스 정림주유소(관양동 1385-3),제한없음,안구 관악대로 305GS칼텍스 정림주유소(관양동 1385-3)
866,남부솔루션,남양주시 북부 장애인복지관,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 진접읍 경복대로 507-1남양주시 북부 장애인 복지관(산140-3 남양주시북부장애인복지관),제한없음,진접읍 경복대로 507-1남양주시 북부 장애인 복지관(산140-3 남양주시북부장애인복지관)
867,제주전기자동차서비스,CU동탄금곡로점,1,DC콤보,경기도,화성시,경기도 화성시 CU동탄금곡로점,제한없음,
868,제주전기자동차서비스,HK하이웨이 평택휴게소(상행),1,DC차데모+AC3상+DC콤보,경기도,평택시,경기도 평택시 청북읍 평택제천고속도로 6HK하이웨이 평택휴게소(상행),제한없음,북읍 평택제천고속도로 6HK하이웨이 평택휴게소(상행)
869,제주전기자동차서비스,HK하이웨이 평택휴게소(상행),2,DC차데모+AC3상+DC콤보,경기도,평택시,경기도 평택시 청북읍 평택제천고속도로 6HK하이웨이 평택휴게소(상행),제한없음,북읍 평택제천고속도로 6HK하이웨이 평택휴게소(상행)
870,제주전기자동차서비스,HK하이웨이 평택휴게소(상행),3,DC차데모+AC3상+DC콤보,경기도,평택시,경기도 평택시 청북읍 평택제천고속도로 6HK하이웨이 평택휴게소(상행),제한없음,북읍 평택제천고속도로 6HK하이웨이 평택휴게소(상행)
871,제주전기자동차서비스,HK하이웨이 평택휴게소(상행),4,DC차데모+AC3상+DC콤보,경기도,평택시,경기도 평택시 청북읍 평택제천고속도로 6HK하이웨이 평택휴게소(상행),제한없음,북읍 평택제천고속도로 6HK하이웨이 평택휴게소(상행)
872,제주전기자동차서비스,HK하이웨이 평택휴게소(하행),1,DC차데모+AC3상+DC콤보,경기도,평택시,경기도 평택시 청북읍 평택제천고속도로 6HK하이웨이 평택휴게소(하행),제한없음,북읍 평택제천고속도로 6HK하이웨이 평택휴게소(하행)
873,제주전기자동차서비스,HK하이웨이 평택휴게소(하행),2,DC차데모+AC3상+DC콤보,경기도,평택시,경기도 평택시 청북읍 평택제천고속도로 6HK하이웨이 평택휴게소(하행),제한없음,북읍 평택제천고속도로 6HK하이웨이 평택휴게소(하행)
874,제주전기자동차서비스,HK하이웨이 평택휴게소(하행),3,DC차데모+AC3상+DC콤보,경기도,평택시,경기도 평택시 청북읍 평택제천고속도로 6HK하이웨이 평택휴게소(하행),제한없음,북읍 평택제천고속도로 6HK하이웨이 평택휴게소(하행)
875,제주전기자동차서비스,HK하이웨이 평택휴게소(하행),4,DC차데모+AC3상+DC콤보,경기도,평택시,경기도 평택시 청북읍 평택제천고속도로 6HK하이웨이 평택휴게소(하행),제한없음,북읍 평택제천고속도로 6HK하이웨이 평택휴게소(하행)
890,제주전기자동차서비스,기술연구소,2,AC완속,경기도,오산시,경기도 오산시 독산성로 313(세교동 632),제한없음,산성로 313(세교동 632)
894,제주전기자동차서비스,더퍼스트타워 세교,1,DC차데모+AC3상+DC콤보,경기도,오산시,경기도 오산시 독산성로 425(세교동 595-1),제한없음,산성로 425(세교동 595-1)
895,제주전기자동차서비스,더퍼스트타워 세교,2,AC완속,경기도,오산시,경기도 오산시 독산성로 425(세교동 595-1),제한없음,산성로 425(세교동 595-1)
900,제주전기자동차서비스,루비노호텔,1,AC완속,경기도,남양주시,경기도 남양주시 별내면 청학로54번길 47,제한없음,별내면 청학로54번길 47
901,제주전기자동차서비스,루비노호텔,2,AC완속,경기도,남양주시,경기도 남양주시 별내면 청학로54번길 47,제한없음,별내면 청학로54번길 47
902,제주전기자동차서비스,마이더스오토샵,1,AC완속,경기도,화성시,경기도 화성시 우정읍 바수게길 5,제한없음,정읍 바수게길 5
903,제주전기자동차서비스,명지대학교 자연캠퍼스,1,AC완속,경기도,용인시,경기도 용인시 처인구 명지로 116,제한없음,인구 명지로 116
904,제주전기자동차서비스,명지대학교 자연캠퍼스,2,AC완속,경기도,용인시,경기도 용인시 처인구 명지로 116,제한없음,인구 명지로 116
905,제주전기자동차서비스,명지대학교 자연캠퍼스,3,AC완속,경기도,용인시,경기도 용인시 처인구 명지로 116,제한없음,인구 명지로 116
906,제주전기자동차서비스,명지대학교 자연캠퍼스,4,AC완속,경기도,용인시,경기도 용인시 처인구 명지로 116,제한없음,인구 명지로 116
907,제주전기자동차서비스,명지대학교 자연캠퍼스,5,AC완속,경기도,용인시,경기도 용인시 처인구 명지로 116,제한없음,인구 명지로 116
908,제주전기자동차서비스,명지대학교 자연캠퍼스,6,AC완속,경기도,용인시,경기도 용인시 처인구 명지로 116,제한없음,인구 명지로 116
909,제주전기자동차서비스,무인텔핫,1,AC완속,경기도,평택시,경기도 평택시 안중읍 대반3길 1-11,제한없음,중읍 대반3길 1-11
910,제주전기자동차서비스,무인텔핫,2,AC완속,경기도,평택시,경기도 평택시 안중읍 대반3길 1-11,제한없음,중읍 대반3길 1-11
914,제주전기자동차서비스,블루핸즈 우성현대서비스,1,AC완속,경기도,군포시,경기도 군포시 공단로 125,제한없음,단로 125
915,제주전기자동차서비스,빌라드와이,1,AC완속,경기도,성남시,경기도 성남시 분당구 구미로174번길 6,제한없음,당구 구미로174번길 6
919,제주전기자동차서비스,세븐모텔,1,AC완속,경기도,평택시,경기도 평택시 안중읍 안현로 465,제한없음,중읍 안현로 465
920,제주전기자동차서비스,세븐모텔,2,AC완속,경기도,평택시,경기도 평택시 안중읍 안현로 465,제한없음,중읍 안현로 465
923,제주전기자동차서비스,세진오토월드,1,AC완속,경기도,이천시,경기도 이천시 백사면 청백리로 38-1,제한없음,사면 청백리로 38-1
924,제주전기자동차서비스,세진오토월드,2,AC완속,경기도,이천시,경기도 이천시 백사면 청백리로 38-1,제한없음,사면 청백리로 38-1
938,제주전기자동차서비스,애니카랜드 대야미점,1,AC완속,경기도,군포시,경기도 군포시 호수로 361(대야미동 645-15),제한없음,수로 361(대야미동 645-15)
941,제주전기자동차서비스,에스테크 조명시험연구소,1,AC완속,경기도,용인시,경기도 용인시 처인구 백암면 삼백로785번길 18,제한없음,인구 백암면 삼백로785번길 18
942,제주전기자동차서비스,에스테크 조명시험연구소,2,AC완속,경기도,용인시,경기도 용인시 처인구 백암면 삼백로785번길 18,제한없음,인구 백암면 삼백로785번길 18
947,제주전기자동차서비스,예아리박물관,1,AC완속,경기도,용인시,경기도 용인시 처인구 백암면 원설로270번길 25,제한없음,인구 백암면 원설로270번길 25
948,제주전기자동차서비스,예아리박물관,2,AC완속,경기도,용인시,경기도 용인시 처인구 백암면 원설로270번길 25,제한없음,인구 백암면 원설로270번길 25
951,제주전기자동차서비스,오토허브서비스,1,AC완속,경기도,용인시,경기도 용인시 기흥구 중부대로 242-2(영덕동 21-1),제한없음,흥구 중부대로 242-2(영덕동 21-1)
