,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
334,차지비,경남마리나아파트,2,AC완속,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 99 (우동, 경남마리나아파트) 101동~108동",제한없음," 해운대해변로 99 (우동, 경남마리나아파트) 101동~108동"
335,차지비,경남마리나아파트,3,AC완속,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 99 (우동, 경남마리나아파트) 101동~108동",제한없음," 해운대해변로 99 (우동, 경남마리나아파트) 101동~108동"
336,차지비,경남마리나아파트,4,AC완속,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 99 (우동, 경남마리나아파트) 101동~108동",제한없음," 해운대해변로 99 (우동, 경남마리나아파트) 101동~108동"
337,차지비,경남마리나아파트,5,AC완속,부산광역시,해운대구,"부산광역시 해운대구 해운대해변로 99 (우동, 경남마리나아파트) 101동~108동",제한없음," 해운대해변로 99 (우동, 경남마리나아파트) 101동~108동"
338,차지비,경남선경아파트,1,AC완속,부산광역시,해운대구,"부산광역시 해운대구 청사포로 27 (좌동, 경남선경아파트)",제한없음," 청사포로 27 (좌동, 경남선경아파트)"
339,차지비,경남선경아파트,2,AC완속,부산광역시,해운대구,"부산광역시 해운대구 청사포로 27 (좌동, 경남선경아파트)",제한없음," 청사포로 27 (좌동, 경남선경아파트)"
340,차지비,경남선경아파트,3,AC완속,부산광역시,해운대구,"부산광역시 해운대구 청사포로 27 (좌동, 경남선경아파트)",제한없음," 청사포로 27 (좌동, 경남선경아파트)"
341,차지비,경남선경아파트,4,AC완속,부산광역시,해운대구,"부산광역시 해운대구 청사포로 27 (좌동, 경남선경아파트)",제한없음," 청사포로 27 (좌동, 경남선경아파트)"
342,차지비,경남선경아파트,5,AC완속,부산광역시,해운대구,"부산광역시 해운대구 청사포로 27 (좌동, 경남선경아파트)",제한없음," 청사포로 27 (좌동, 경남선경아파트)"
343,차지비,광안동비치그린아파트,1,AC완속,부산광역시,수영구,부산광역시 수영구 광일로 49,제한없음,광일로 49
344,차지비,광안동비치그린아파트,2,AC완속,부산광역시,수영구,부산광역시 수영구 광일로 49,제한없음,광일로 49
345,차지비,광안동비치그린아파트,3,AC완속,부산광역시,수영구,부산광역시 수영구 광일로 49,제한없음,광일로 49
346,차지비,광안동비치그린아파트,4,AC완속,부산광역시,수영구,부산광역시 수영구 광일로 49,제한없음,광일로 49
347,차지비,광안동비치그린아파트,5,AC완속,부산광역시,수영구,부산광역시 수영구 광일로 49,제한없음,광일로 49
348,차지비,광안쌍용예가디오션아파트,1,AC완속,부산광역시,수영구,"부산광역시 수영구 광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20",제한없음,"광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20"
349,차지비,광안쌍용예가디오션아파트,2,AC완속,부산광역시,수영구,"부산광역시 수영구 광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20",제한없음,"광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20"
350,차지비,광안쌍용예가디오션아파트,3,AC완속,부산광역시,수영구,"부산광역시 수영구 광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20",제한없음,"광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20"
351,차지비,광안쌍용예가디오션아파트,4,AC완속,부산광역시,수영구,"부산광역시 수영구 광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20",제한없음,"광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20"
352,차지비,광안쌍용예가디오션아파트,5,AC완속,부산광역시,수영구,"부산광역시 수영구 광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20",제한없음,"광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20"
353,차지비,광안쌍용예가디오션아파트,6,AC완속,부산광역시,수영구,"부산광역시 수영구 광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20",제한없음,"광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20"
354,차지비,광안쌍용예가디오션아파트,7,AC완속,부산광역시,수영구,"부산광역시 수영구 광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20",제한없음,"광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20"
355,차지비,광안쌍용예가디오션아파트,8,AC완속,부산광역시,수영구,"부산광역시 수영구 광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20",제한없음,"광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20"
356,차지비,광안쌍용예가디오션아파트,9,AC완속,부산광역시,수영구,"부산광역시 수영구 광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20",제한없음,"광안로 20103동 지하1층 4,5/ 102동 지하1층 B07/ 105동 지하1층 R20"
357,차지비,구평동한신휴플러스아파트,1,AC완속,부산광역시,사하구,부산광역시 사하구 을숙도대로709번길 22 (구평동     한신휴플러스아파트),제한없음,을숙도대로709번길 22 (구평동     한신휴플러스아파트)
358,차지비,구포삼정그린코아백팔동,1,AC완속,부산광역시,북구,"부산광역시 북구 백양대로1016번길 10 (구포동, 삼정그린코아아파트) 101동~107동108동 110동 지하주차장 ",제한없음,"양대로1016번길 10 (구포동, 삼정그린코아아파트) 101동~107동108동 110동 지하주차장 "
359,차지비,구포삼정그린코아백팔동,2,AC완속,부산광역시,북구,"부산광역시 북구 백양대로1016번길 10 (구포동, 삼정그린코아아파트) 101동~107동108동 110동 지하주차장 ",제한없음,"양대로1016번길 10 (구포동, 삼정그린코아아파트) 101동~107동108동 110동 지하주차장 "
360,차지비,구포삼정그린코아백팔동,3,AC완속,부산광역시,북구,"부산광역시 북구 백양대로1016번길 10 (구포동, 삼정그린코아아파트) 101동~107동108동 110동 지하주차장 ",제한없음,"양대로1016번길 10 (구포동, 삼정그린코아아파트) 101동~107동108동 110동 지하주차장 "
361,차지비,구포유림노르웨이숲,1,AC완속,부산광역시,북구,"부산광역시 북구 낙동북로 737 (구포동, 유림노르웨이숲아파트) 101동~113동",제한없음,"동북로 737 (구포동, 유림노르웨이숲아파트) 101동~113동"
362,차지비,구포유림노르웨이숲,2,AC완속,부산광역시,북구,"부산광역시 북구 낙동북로 737 (구포동, 유림노르웨이숲아파트) 101동~113동",제한없음,"동북로 737 (구포동, 유림노르웨이숲아파트) 101동~113동"
363,차지비,구포유림노르웨이숲,3,AC완속,부산광역시,북구,"부산광역시 북구 낙동북로 737 (구포동, 유림노르웨이숲아파트) 101동~113동",제한없음,"동북로 737 (구포동, 유림노르웨이숲아파트) 101동~113동"
364,차지비,구포유림노르웨이숲,4,AC완속,부산광역시,북구,"부산광역시 북구 낙동북로 737 (구포동, 유림노르웨이숲아파트) 101동~113동",제한없음,"동북로 737 (구포동, 유림노르웨이숲아파트) 101동~113동"
365,차지비,구포유림노르웨이숲,5,AC완속,부산광역시,북구,"부산광역시 북구 낙동북로 737 (구포동, 유림노르웨이숲아파트) 101동~113동",제한없음,"동북로 737 (구포동, 유림노르웨이숲아파트) 101동~113동"
366,차지비,구포유림노르웨이숲2차,1,AC완속,부산광역시,북구,"부산광역시 북구 낙동북로 751 (구포동, 구포유림노르웨이숲2차아파트)202동 지하주차장 출구앞",제한없음,"동북로 751 (구포동, 구포유림노르웨이숲2차아파트)202동 지하주차장 출구앞"
367,차지비,구포유림노르웨이숲2차,2,AC완속,부산광역시,북구,"부산광역시 북구 낙동북로 751 (구포동, 구포유림노르웨이숲2차아파트)202동 지하주차장 출구앞",제한없음,"동북로 751 (구포동, 구포유림노르웨이숲2차아파트)202동 지하주차장 출구앞"
368,차지비,금사대우아파트,1,AC완속,부산광역시,금정구,"부산광역시 금정구 삼어로 207 (금사동, 대우금사아파트) 101동, 106동",제한없음,"삼어로 207 (금사동, 대우금사아파트) 101동, 106동"
369,차지비,금사대우아파트,2,AC완속,부산광역시,금정구,"부산광역시 금정구 삼어로 207 (금사동, 대우금사아파트) 101동, 106동",제한없음,"삼어로 207 (금사동, 대우금사아파트) 101동, 106동"
370,차지비,금사대우아파트,3,AC완속,부산광역시,금정구,"부산광역시 금정구 삼어로 207 (금사동, 대우금사아파트) 101동, 106동",제한없음,"삼어로 207 (금사동, 대우금사아파트) 101동, 106동"
371,차지비,기장포스코더샵아파트,1,AC완속,부산광역시,기장군,"부산광역시 기장군 기장읍 차성동로116번길 12 (동부리, 포스코더샵)",제한없음,"기장읍 차성동로116번길 12 (동부리, 포스코더샵)"
372,차지비,다대몰운대아파트102동,1,AC완속,부산광역시,사하구,"부산광역시 사하구 다대낙조2길 216 (다대동, 몰운대그린비치아파트)102동 지하주차장",제한없음,"다대낙조2길 216 (다대동, 몰운대그린비치아파트)102동 지하주차장"
373,차지비,다대몰운대아파트102동,2,AC완속,부산광역시,사하구,"부산광역시 사하구 다대낙조2길 216 (다대동, 몰운대그린비치아파트)102동 지하주차장",제한없음,"다대낙조2길 216 (다대동, 몰운대그린비치아파트)102동 지하주차장"
374,차지비,다대몰운대아파트113동,1,AC완속,부산광역시,사하구,"부산광역시 사하구 다대낙조2길 215 (다대동, 몰운대그린비치아파트) 112동~117동,상가동113동지하주차장",제한없음,"다대낙조2길 215 (다대동, 몰운대그린비치아파트) 112동~117동,상가동113동지하주차장"
375,차지비,다대몰운대아파트113동,2,AC완속,부산광역시,사하구,"부산광역시 사하구 다대낙조2길 215 (다대동, 몰운대그린비치아파트) 112동~117동,상가동113동지하주차장",제한없음,"다대낙조2길 215 (다대동, 몰운대그린비치아파트) 112동~117동,상가동113동지하주차장"
376,차지비,다대몰운대아파트113동,3,AC완속,부산광역시,사하구,"부산광역시 사하구 다대낙조2길 215 (다대동, 몰운대그린비치아파트) 112동~117동,상가동113동지하주차장",제한없음,"다대낙조2길 215 (다대동, 몰운대그린비치아파트) 112동~117동,상가동113동지하주차장"
377,차지비,다대푸른아파트,1,AC완속,부산광역시,사하구,"부산광역시 사하구 다대낙조2길 11 (다대동, 다대푸른아파트) 101동~104동(1548-13 (다대푸른아파트))",제한없음,"다대낙조2길 11 (다대동, 다대푸른아파트) 101동~104동(1548-13 (다대푸른아파트))"
378,차지비,다대푸른아파트,2,AC완속,부산광역시,사하구,"부산광역시 사하구 다대낙조2길 11 (다대동, 다대푸른아파트) 101동~104동(1548-13 (다대푸른아파트))",제한없음,"다대낙조2길 11 (다대동, 다대푸른아파트) 101동~104동(1548-13 (다대푸른아파트))"
379,차지비,다대푸른아파트,3,AC완속,부산광역시,사하구,"부산광역시 사하구 다대낙조2길 11 (다대동, 다대푸른아파트) 101동~104동(1548-13 (다대푸른아파트))",제한없음,"다대낙조2길 11 (다대동, 다대푸른아파트) 101동~104동(1548-13 (다대푸른아파트))"
380,차지비,대라씨엘늘채움아파트,1,AC완속,부산광역시,기장군,"부산광역시 기장군 기장읍 차성남로 8-18 (대라리, 씨엘늘채움아파트)(925 (씨엘늘채움아파트))",제한없음,"기장읍 차성남로 8-18 (대라리, 씨엘늘채움아파트)(925 (씨엘늘채움아파트))"
381,차지비,대림에이스타운,1,AC완속,부산광역시,중구,"부산광역시 중구 법수길 72 (보수동1가, 대림에이스타운)(41-1 (대림에이스타운))",제한없음,"수길 72 (보수동1가, 대림에이스타운)(41-1 (대림에이스타운))"
382,차지비,대연극동아파트,1,AC완속,부산광역시,남구,"부산광역시 남구 진남로36번길 50 (대연동, 대연극동아파트)(282-1 (대연극동아파트))",제한없음,"남로36번길 50 (대연동, 대연극동아파트)(282-1 (대연극동아파트))"
383,차지비,대연극동아파트,2,AC완속,부산광역시,남구,"부산광역시 남구 진남로36번길 50 (대연동, 대연극동아파트)(282-1 (대연극동아파트))",제한없음,"남로36번길 50 (대연동, 대연극동아파트)(282-1 (대연극동아파트))"
384,차지비,대연동 청구아파트,1,AC완속,부산광역시,남구,"부산광역시 남구 황령대로319번가길 110 (대연동, 대연청구아파트) 101동~111동(243-23 (대연청구아파트))",제한없음,"령대로319번가길 110 (대연동, 대연청구아파트) 101동~111동(243-23 (대연청구아파트))"
385,차지비,대연동 청구아파트,2,AC완속,부산광역시,남구,"부산광역시 남구 황령대로319번가길 110 (대연동, 대연청구아파트) 101동~111동(243-23 (대연청구아파트))",제한없음,"령대로319번가길 110 (대연동, 대연청구아파트) 101동~111동(243-23 (대연청구아파트))"
386,차지비,대연동 청구아파트,3,AC완속,부산광역시,남구,"부산광역시 남구 황령대로319번가길 110 (대연동, 대연청구아파트) 101동~111동(243-23 (대연청구아파트))",제한없음,"령대로319번가길 110 (대연동, 대연청구아파트) 101동~111동(243-23 (대연청구아파트))"
387,차지비,대연동 청구아파트,4,AC완속,부산광역시,남구,"부산광역시 남구 황령대로319번가길 110 (대연동, 대연청구아파트) 101동~111동(243-23 (대연청구아파트))",제한없음,"령대로319번가길 110 (대연동, 대연청구아파트) 101동~111동(243-23 (대연청구아파트))"
388,차지비,대연동대우그린1차아파트,1,AC완속,부산광역시,남구,"부산광역시 남구 황령대로319번가길 190-6 (대연동, 대우그린1차아파트)",제한없음,"령대로319번가길 190-6 (대연동, 대우그린1차아파트)"
389,차지비,대연동대우그린1차아파트,2,AC완속,부산광역시,남구,"부산광역시 남구 황령대로319번가길 190-6 (대연동, 대우그린1차아파트)",제한없음,"령대로319번가길 190-6 (대연동, 대우그린1차아파트)"
390,차지비,대연동대우그린1차아파트,3,AC완속,부산광역시,남구,"부산광역시 남구 황령대로319번가길 190-6 (대연동, 대우그린1차아파트)",제한없음,"령대로319번가길 190-6 (대연동, 대우그린1차아파트)"
391,차지비,대연동대우그린1차아파트,4,AC완속,부산광역시,남구,"부산광역시 남구 황령대로319번가길 190-6 (대연동, 대우그린1차아파트)",제한없음,"령대로319번가길 190-6 (대연동, 대우그린1차아파트)"
392,차지비,대우에덴프라자,1,AC완속,부산광역시,사하구,"부산광역시 사하구 낙동대로 542 (하단동, 대우에덴프라자)지하4층 장애인주차구역 옆",제한없음,"낙동대로 542 (하단동, 대우에덴프라자)지하4층 장애인주차구역 옆"
393,차지비,대원칸타빌멤버스아파트,1,AC완속,부산광역시,부산진구,"부산광역시 부산진구 거제대로 26 (양정동, 대원칸타빌멤버스아파트)",제한없음," 거제대로 26 (양정동, 대원칸타빌멤버스아파트)"
394,차지비,대원칸타빌멤버스아파트,2,AC완속,부산광역시,부산진구,"부산광역시 부산진구 거제대로 26 (양정동, 대원칸타빌멤버스아파트)",제한없음," 거제대로 26 (양정동, 대원칸타빌멤버스아파트)"
395,차지비,대원칸타빌멤버스아파트,3,AC완속,부산광역시,부산진구,"부산광역시 부산진구 거제대로 26 (양정동, 대원칸타빌멤버스아파트)",제한없음," 거제대로 26 (양정동, 대원칸타빌멤버스아파트)"
396,차지비,대원칸타빌멤버스아파트,4,AC완속,부산광역시,부산진구,"부산광역시 부산진구 거제대로 26 (양정동, 대원칸타빌멤버스아파트)",제한없음," 거제대로 26 (양정동, 대원칸타빌멤버스아파트)"
397,차지비,대원칸타빌멤버스아파트,5,AC완속,부산광역시,부산진구,"부산광역시 부산진구 거제대로 26 (양정동, 대원칸타빌멤버스아파트)",제한없음," 거제대로 26 (양정동, 대원칸타빌멤버스아파트)"
398,차지비,더샵파크리치아파트,1,AC완속,부산광역시,수영구,"부산광역시 수영구 연수로315번길 16 (망미동, 포스코더샵파크리치)",제한없음,"연수로315번길 16 (망미동, 포스코더샵파크리치)"
399,차지비,더샵파크리치아파트,2,AC완속,부산광역시,수영구,"부산광역시 수영구 연수로315번길 16 (망미동, 포스코더샵파크리치)",제한없음,"연수로315번길 16 (망미동, 포스코더샵파크리치)"
400,차지비,더샵파크리치아파트,3,AC완속,부산광역시,수영구,"부산광역시 수영구 연수로315번길 16 (망미동, 포스코더샵파크리치)",제한없음,"연수로315번길 16 (망미동, 포스코더샵파크리치)"
401,차지비,더샵파크리치아파트,4,AC완속,부산광역시,수영구,"부산광역시 수영구 연수로315번길 16 (망미동, 포스코더샵파크리치)",제한없음,"연수로315번길 16 (망미동, 포스코더샵파크리치)"
402,차지비,덕천동롯데아파트,1,AC완속,부산광역시,북구,"부산광역시 북구 함박봉로 26 (덕천동, 덕천동롯데아파트) 101동~107동108동 109동 지하2층 주차장",제한없음,"박봉로 26 (덕천동, 덕천동롯데아파트) 101동~107동108동 109동 지하2층 주차장"
403,차지비,덕천동롯데아파트,2,AC완속,부산광역시,북구,"부산광역시 북구 함박봉로 26 (덕천동, 덕천동롯데아파트) 101동~107동108동 109동 지하2층 주차장",제한없음,"박봉로 26 (덕천동, 덕천동롯데아파트) 101동~107동108동 109동 지하2층 주차장"
404,차지비,덕천동롯데아파트,3,AC완속,부산광역시,북구,"부산광역시 북구 함박봉로 26 (덕천동, 덕천동롯데아파트) 101동~107동108동 109동 지하2층 주차장",제한없음,"박봉로 26 (덕천동, 덕천동롯데아파트) 101동~107동108동 109동 지하2층 주차장"
405,차지비,덕천동롯데아파트,4,AC완속,부산광역시,북구,"부산광역시 북구 함박봉로 26 (덕천동, 덕천동롯데아파트) 101동~107동108동 109동 지하2층 주차장",제한없음,"박봉로 26 (덕천동, 덕천동롯데아파트) 101동~107동108동 109동 지하2층 주차장"
406,차지비,동남권원자력의학원,1,AC완속,부산광역시,기장군,부산광역시 기장군 장안읍 좌동길 40,제한없음,장안읍 좌동길 40
407,차지비,동남권원자력의학원,2,AC완속,부산광역시,기장군,부산광역시 기장군 장안읍 좌동길 40,제한없음,장안읍 좌동길 40
408,차지비,동남권원자력의학원,3,AC완속,부산광역시,기장군,부산광역시 기장군 장안읍 좌동길 40,제한없음,장안읍 좌동길 40
409,차지비,동남권원자력의학원,4,AC완속,부산광역시,기장군,부산광역시 기장군 장안읍 좌동길 40,제한없음,장안읍 좌동길 40
410,차지비,동남권원자력의학원,5,AC완속,부산광역시,기장군,부산광역시 기장군 장안읍 좌동길 40,제한없음,장안읍 좌동길 40
411,차지비,동래동일스위트,1,AC완속,부산광역시,동래구,부산광역시 동래구 시실로 119동래동일스위트아파트 107동 지하1층 42기둥(3기)/ 104동 지하1층 35기둥(3기)(명장동 617),제한없음,시실로 119동래동일스위트아파트 107동 지하1층 42기둥(3기)/ 104동 지하1층 35기둥(3기)(명장동 617)
412,차지비,동래동일스위트,2,AC완속,부산광역시,동래구,부산광역시 동래구 시실로 119동래동일스위트아파트 107동 지하1층 42기둥(3기)/ 104동 지하1층 35기둥(3기)(명장동 617),제한없음,시실로 119동래동일스위트아파트 107동 지하1층 42기둥(3기)/ 104동 지하1층 35기둥(3기)(명장동 617)
413,차지비,동래동일스위트,3,AC완속,부산광역시,동래구,부산광역시 동래구 시실로 119동래동일스위트아파트 107동 지하1층 42기둥(3기)/ 104동 지하1층 35기둥(3기)(명장동 617),제한없음,시실로 119동래동일스위트아파트 107동 지하1층 42기둥(3기)/ 104동 지하1층 35기둥(3기)(명장동 617)
414,차지비,동래동일스위트,4,AC완속,부산광역시,동래구,부산광역시 동래구 시실로 119동래동일스위트아파트 107동 지하1층 42기둥(3기)/ 104동 지하1층 35기둥(3기)(명장동 617),제한없음,시실로 119동래동일스위트아파트 107동 지하1층 42기둥(3기)/ 104동 지하1층 35기둥(3기)(명장동 617)
415,차지비,동래동일스위트,5,AC완속,부산광역시,동래구,부산광역시 동래구 시실로 119동래동일스위트아파트 107동 지하1층 42기둥(3기)/ 104동 지하1층 35기둥(3기)(명장동 617),제한없음,시실로 119동래동일스위트아파트 107동 지하1층 42기둥(3기)/ 104동 지하1층 35기둥(3기)(명장동 617)
416,차지비,동래동일스위트,6,AC완속,부산광역시,동래구,부산광역시 동래구 시실로 119동래동일스위트아파트 107동 지하1층 42기둥(3기)/ 104동 지하1층 35기둥(3기)(명장동 617),제한없음,시실로 119동래동일스위트아파트 107동 지하1층 42기둥(3기)/ 104동 지하1층 35기둥(3기)(명장동 617)
417,차지비,동부산뜨란채,1,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 기장대로 67201동 지하1층 A3기둥 유수검지장치실옆 (2기),제한없음,기장읍 기장대로 67201동 지하1층 A3기둥 유수검지장치실옆 (2기)
418,차지비,동부산뜨란채,2,AC완속,부산광역시,기장군,부산광역시 기장군 기장읍 기장대로 67201동 지하1층 A3기둥 유수검지장치실옆 (2기),제한없음,기장읍 기장대로 67201동 지하1층 A3기둥 유수검지장치실옆 (2기)
419,차지비,동삼동에덴금호타운,1,AC완속,부산광역시,영도구,부산광역시 영도구 태종로 702 (동삼동     에덴금호타운) 101동    103동,제한없음,태종로 702 (동삼동     에덴금호타운) 101동    103동
420,차지비,동삼동에덴금호타운,2,AC완속,부산광역시,영도구,부산광역시 영도구 태종로 702 (동삼동     에덴금호타운) 101동    103동,제한없음,태종로 702 (동삼동     에덴금호타운) 101동    103동
421,차지비,동원로얄듀크아파트,1,AC완속,부산광역시,북구,"부산광역시 북구 금곡대로 224 (화명동, 동원로얄듀크)",제한없음,"곡대로 224 (화명동, 동원로얄듀크)"
422,차지비,동원로얄듀크아파트,2,AC완속,부산광역시,북구,"부산광역시 북구 금곡대로 224 (화명동, 동원로얄듀크)",제한없음,"곡대로 224 (화명동, 동원로얄듀크)"
423,차지비,동원로얄듀크아파트,3,AC완속,부산광역시,북구,"부산광역시 북구 금곡대로 224 (화명동, 동원로얄듀크)",제한없음,"곡대로 224 (화명동, 동원로얄듀크)"
424,차지비,동원로얄듀크아파트,4,AC완속,부산광역시,북구,"부산광역시 북구 금곡대로 224 (화명동, 동원로얄듀크)",제한없음,"곡대로 224 (화명동, 동원로얄듀크)"
425,차지비,동의병원,1,AC완속,부산광역시,부산진구,"부산광역시 부산진구 양정로 62 (양정동, 동의의료원,동의병원,동의대학교한방병원)(산46-2 (동의의료원,동의병원,동의대학교한방병원))",제한없음," 양정로 62 (양정동, 동의의료원,동의병원,동의대학교한방병원)(산46-2 (동의의료원,동의병원,동의대학교한방병원))"
426,차지비,동의병원,2,AC완속,부산광역시,부산진구,"부산광역시 부산진구 양정로 62 (양정동, 동의의료원,동의병원,동의대학교한방병원)(산46-2 (동의의료원,동의병원,동의대학교한방병원))",제한없음," 양정로 62 (양정동, 동의의료원,동의병원,동의대학교한방병원)(산46-2 (동의의료원,동의병원,동의대학교한방병원))"
427,차지비,동의병원,3,AC완속,부산광역시,부산진구,"부산광역시 부산진구 양정로 62 (양정동, 동의의료원,동의병원,동의대학교한방병원)(산46-2 (동의의료원,동의병원,동의대학교한방병원))",제한없음," 양정로 62 (양정동, 동의의료원,동의병원,동의대학교한방병원)(산46-2 (동의의료원,동의병원,동의대학교한방병원))"
428,차지비,동의병원,4,AC완속,부산광역시,부산진구,"부산광역시 부산진구 양정로 62 (양정동, 동의의료원,동의병원,동의대학교한방병원)(산46-2 (동의의료원,동의병원,동의대학교한방병원))",제한없음," 양정로 62 (양정동, 동의의료원,동의병원,동의대학교한방병원)(산46-2 (동의의료원,동의병원,동의대학교한방병원))"
429,차지비,만덕3휴먼시아,1,AC완속,부산광역시,북구,"부산광역시 북구 만덕1로51번길 11 (만덕동, 만덕3휴먼시아) 201동~204동",제한없음,"덕1로51번길 11 (만덕동, 만덕3휴먼시아) 201동~204동"
430,차지비,만덕3휴먼시아,2,AC완속,부산광역시,북구,"부산광역시 북구 만덕1로51번길 11 (만덕동, 만덕3휴먼시아) 201동~204동",제한없음,"덕1로51번길 11 (만덕동, 만덕3휴먼시아) 201동~204동"
431,차지비,만덕3휴먼시아,3,AC완속,부산광역시,북구,"부산광역시 북구 만덕1로51번길 11 (만덕동, 만덕3휴먼시아) 201동~204동",제한없음,"덕1로51번길 11 (만덕동, 만덕3휴먼시아) 201동~204동"
432,차지비,명륜2차아이파크1단지,1,AC완속,부산광역시,동래구,부산광역시 동래구 시실로 49112동 지하 4층 52기둥(782 명륜2차아이파크 112동 지하 4층 52기둥),제한없음,시실로 49112동 지하 4층 52기둥(782 명륜2차아이파크 112동 지하 4층 52기둥)
433,차지비,명륜2차아이파크1단지,2,AC완속,부산광역시,동래구,부산광역시 동래구 시실로 49112동 지하 4층 52기둥(782 명륜2차아이파크 112동 지하 4층 52기둥),제한없음,시실로 49112동 지하 4층 52기둥(782 명륜2차아이파크 112동 지하 4층 52기둥)
434,차지비,명륜2차아이파크1단지,3,AC완속,부산광역시,동래구,부산광역시 동래구 시실로 49112동 지하 4층 52기둥(782 명륜2차아이파크 112동 지하 4층 52기둥),제한없음,시실로 49112동 지하 4층 52기둥(782 명륜2차아이파크 112동 지하 4층 52기둥)
435,차지비,명륜2차아이파크1단지,4,AC완속,부산광역시,동래구,부산광역시 동래구 시실로 49112동 지하 4층 52기둥(782 명륜2차아이파크 112동 지하 4층 52기둥),제한없음,시실로 49112동 지하 4층 52기둥(782 명륜2차아이파크 112동 지하 4층 52기둥)
436,차지비,명륜2차아이파크2단지,1,AC완속,부산광역시,동래구,부산광역시 동래구 시실로 73-6지하3층 205동 벽면,제한없음,시실로 73-6지하3층 205동 벽면
437,차지비,명륜2차아이파크2단지,2,AC완속,부산광역시,동래구,부산광역시 동래구 시실로 73-6지하3층 205동 벽면,제한없음,시실로 73-6지하3층 205동 벽면
438,차지비,명지1차금강펜테리움센트럴파크,1,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제5로 59 (명지동, 명지1차금강펜테리움센트럴파크)104동1,2라인 지하",제한없음,"명지국제5로 59 (명지동, 명지1차금강펜테리움센트럴파크)104동1,2라인 지하"
439,차지비,명지1차금강펜테리움센트럴파크,2,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제5로 59 (명지동, 명지1차금강펜테리움센트럴파크)104동1,2라인 지하",제한없음,"명지국제5로 59 (명지동, 명지1차금강펜테리움센트럴파크)104동1,2라인 지하"
440,차지비,명지1차금강펜테리움센트럴파크,3,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제5로 59 (명지동, 명지1차금강펜테리움센트럴파크)104동1,2라인 지하",제한없음,"명지국제5로 59 (명지동, 명지1차금강펜테리움센트럴파크)104동1,2라인 지하"
441,차지비,명지1차금강펜테리움센트럴파크,4,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제5로 59 (명지동, 명지1차금강펜테리움센트럴파크)104동1,2라인 지하",제한없음,"명지국제5로 59 (명지동, 명지1차금강펜테리움센트럴파크)104동1,2라인 지하"
442,차지비,명지1차금강펜테리움센트럴파크,5,AC완속,부산광역시,강서구,"부산광역시 강서구 명지국제5로 59 (명지동, 명지1차금강펜테리움센트럴파크)104동1,2라인 지하",제한없음,"명지국제5로 59 (명지동, 명지1차금강펜테리움센트럴파크)104동1,2라인 지하"
443,차지비,명지롯데캐슬아파트,4,AC완속,부산광역시,강서구,부산광역시 강서구 명지오션시티11로 84 (명지동     롯데캐슬아파트),제한없음,명지오션시티11로 84 (명지동     롯데캐슬아파트)
444,차지비,명지오션시티,1,AC완속,부산광역시,강서구,부산광역시 강서구 명지오션시티9로 50 (명지동)(명지동 3229-26),제한없음,명지오션시티9로 50 (명지동)(명지동 3229-26)
445,차지비,명지오션시티,2,AC완속,부산광역시,강서구,부산광역시 강서구 명지오션시티9로 50 (명지동)(명지동 3229-26),제한없음,명지오션시티9로 50 (명지동)(명지동 3229-26)
446,차지비,명지오션시티삼정그린코아,1,AC완속,부산광역시,강서구,"부산광역시 강서구 명지오션시티10로 114 (명지동, 명지오션시티삼정그린코아)107동 34입구",제한없음,"명지오션시티10로 114 (명지동, 명지오션시티삼정그린코아)107동 34입구"
